"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","日特建設(株)","中央区東日本橋3-10-6","126325362",""
"売掛金","ライト工業(株)","千代田区九段北4-2-35","4205016",""
"売掛金","三信建設工業(株)","台東区柳橋2-19-6","3974472",""
"売掛金","産機商事(株)","川口市元郷1-7-11","238810",""
"売掛金","太洋基礎工業(株)","愛知県名古屋市中川区柳森町107","2483890",""
"売掛金","東陽商事(株)","北区王子本町2-25-3","62330",""
"売掛金","緑興産(株)","中央区東日本橋3-10-6","52629280",""
"売掛金","(有)ワイケー","北区赤羽南2-13-12","36450694",""
"売掛金","富士テック(株)","さいたま市南区根岸5-17-5","516643",""
"売掛金","東興ジオテック(株)","中央区銀座7-12-7","2499146",""
"売掛金","(株)トーメック","茨城県猿島郡五霞町川妻","1888034",""
"売掛金","巴機械工業(株)","神奈川県鎌倉市笛田1-14-5","36610624",""
"売掛金","(株)日東テクノ・グループ","台東区柳橋2-19-6","10496970",""
"売掛金","(株)大阪防水建設社東京支店","江東区木場5-8-40","1991336",""
"売掛金","日本綜合防水(株)","豊島区南池袋3-11-10","1379285",""
"売掛金","(株)カンツール","松戸市南花島字向島町315-5","1213300",""
"売掛金","エフティーエス(株)","中央区日本橋小舟町8-1","6938305",""
"売掛金","諸口","","82478711",""
"計","","","372382208",""
