"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"本社売掛金","(株)森井製作所","秋田県横手市平鹿町醍醐宇西ヶ沢前森2","3494667",""
"〃","(有)矢向鉄工所","神奈川県横浜市金沢区福浦2-15-19","1436094",""
"〃","山崎歯車","神奈川県伊勢原市歌川1-1-11","12483042",""
"〃","ヤマハ発動機(株)","静岡県磐田市合代島1204","4217400",""
"〃","(有)頼鉄工所","岡山県岡山市中区乙多見376-1","2470283",""
"〃","テラル上海","上海市閔行区北橋園区北路285","6752635",""
"〃","その他72件","","12211038",""
"計","","","215196687",""
"袋井売掛金","NTNテクニカルサービス(株)精機商品事業部","静岡県磐田市東貝塚1578","6676890",""
"〃","(株)エフ・シー・シー","静岡県浜松市北区細江町中川7000-78","1335180",""
"〃","(有)キサモリ精機","静岡県菊川市本所2238","711945",""
"〃","(株)共栄社","愛知県豊川市美幸町1-26","555885",""
"〃","(株)共立電機製作所袋井工場","静岡県袋井市深見1500","13941290",""
"〃","小林精機工業所","静岡県掛川市上内田1301","809657",""
"〃","(株)三共静岡製作所","静岡県菊川市本所2290","2195349",""
"〃","シンカ工業(株)","静岡県袋井市宇刈128-9","504803",""
"〃","鈴和製作所(株)","静岡県磐田市上岡田378","1243523",""
"〃","(株)武政精工","静岡県焼津市中根新田1001","2212382",""
"〃","(株)中部熱工","静岡県掛川市大池753-1","593538",""
"〃","NOKフガクエンジニアリング(株)","静岡県菊川市下平川1256-1","8622150",""
"〃","(株)藤田鉄工所","静岡県掛川市久保2-1-1","7330802",""
"〃","村田ボーリング技研(株)","静岡県静岡市駿河区北丸子1-30-45","1245395",""
"〃","ヤマハモーター精密部品製造(株)","静岡県周智郡森町中川1-2","1880108",""
"〃","その他36件","","5290828",""
"計","","","55149725",""
"合計","","","",""
