"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)成建","川崎市宮前区土橋2-6-17","69213399",""
"〃","共同建工(株)","横浜市瀬谷区中央19-15","29234120",""
"〃","(株)成建オーダーハウス","川崎市宮前区小台2-6-6","9540407",""
"〃","(株)成建リフォーム","〃","3361931",""
"〃","(有)大銀","横浜市戸塚区上矢部町1931-21","1392723",""
"〃","(株)オレンジボックス","相模原市中央区相模原4-5-2-1001","1270000",""
"〃","谷工務店","川崎市宮前区野川本町2-20-16-105","678412",""
"〃","(株)和高建設","横浜市旭区白根6-36-11","440220",""
"〃","(株)OKUTSU技建","藤沢市土棚230-1J棟3","1708190",""
"〃","(株)クリエイティブキューブ","横浜市保士ヶ谷区天王町1-8-6-202","5550279",""
"〃","(有)鈴木建築","茨城県常総市国生1193-7","2809008",""
"〃","(株)NEXTDOOR","横浜市青葉区市ヶ尾町1175-24-104","1847428",""
"〃","(株)成建ホームサービス","川崎市宮前区土橋2-6-17","200960",""
"〃","(株)竹駒工務店","横浜市緑区十日市場町866-9","236891",""
"〃","(有)広瀬建設","町田市成瀬4915","694397",""
"〃","(有)シー・コム","","375540",""
"〃","(株)トライアングル","","522742",""
"〃","D&Cファシリティーズ","","3751270",""
"〃","(株)グレイ美術","","360370",""
"〃","(株)ティック","","3190000",""
"〃","(株)翔建","町田市金森1140-5","3740","3/31破産"
"〃","(株)ピー・ファイブ","横浜市南区吉野町3-7-4","1","備忘価額"
"〃","その他","","1324601",""
"計","","","137706629",""
"合計","","","",""
