"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","国際紙パルプ商事","東京都中央区明石町6番24号","9957593",""
"〃","大和紙料(株)","大阪市大正区三軒家東2-9-10","8488093",""
"〃","杉野製紙(株)","西条市国安726-2","7483997",""
"〃","(株)後藤","神戸市中央区加納町2-1-7","5258990",""
"〃","井住運送(株)","兵庫県尼崎市扶桑町1-1","5090800",""
"〃","ダイオーロジスティクス(株)","四国中央市三島朝日1-11-45","4470686",""
"〃","王子物流(株)事業統括本部ネピア事業部","東京都中央区銀座5-12-8","4405500",""
"〃","楠原輸送(株)","横浜市神奈川区東神奈川2-43-1","4393519",""
"〃","大王海運物流(株)","四国中央市三島紙屋町7番35号","3608494",""
"〃","金生商事","四国中央市金生町下分2102-1","3288879",""
"〃","イトマン(株)","四国中央市金生町下分681番地","2637800",""
"〃","クリアライン(株)","三豊市高瀬町新名1061-1","2613600",""
"〃","(株)トーヨ","四国中央市金生町下分1952番地1","2548652",""
"〃","アイネット(株)","四国中央市金生町山田井乙150番地11","2426623",""
"〃","その他","","20370594",""
"計","","","87043820",""
"未収入金","","","5056562","貸付金利息"
"〃","信用保証協会","","227368","保証料返金"
"〃","(株)トーヨ","四国中央市金生町下分1952-1","159500","倉庫賃料代"
"〃","四国コカコーラ","高松市春日町1378","7229","自販機手数料"
"〃","サントリービバレッジサービス","神戸市東灘区深江町64","1914","〃"
"〃","ダイドーベンディング","","1623","〃"
"計","","","5454196",""
