"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社アステア","総社市真壁1470","2553750",""
"〃","株式会社ニッテツ","広島県庄原市西本町4-19-7","2450278",""
"〃","株式会社山陽金属工業所","倉敷市南畝5丁目14-30","1127940",""
"〃","旭金属工業株式会社","倉教市玉島黒崎4502","1046773",""
"〃","ヒルタ工業株式会社","笠岡市茂平1410","1037081",""
"〃","株式会社エクセディ精密","岡山県美作市城田104-1","851391",""
"〃","その他","","1346959",""
"計","","","10414172",""
"電子記録債権","一井工業株式会社","岡山市南区山田2117-3","12313491",""
"〃","株式会社アステア","総社市真壁1470","3850000",""
"〃","株式会社山陽金属工業所","倉敷市南畝5丁目14-30","3759800",""
"計","","","19923291",""
"未収入金","中国電力株式会社倉敷営業所","倉敷市中庄2293-2","5816673",""
"計","","","5816673",""
