"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","(株)三好商会","横浜市西区北幸2-8-4-13F","124080",""
"","明治建材(株)","匝瑳市八日市場イの27-3増田ビル5階","1033725",""
"","山一興産(株)","江戸川区西葛西7-20-1","5496398",""
"","吉田建材(株)","江東区東陽2-2-4","585200",""
"","(株)リョウシュン","新座市馬場2-6-2","2194968",""
"","杉浦土木(株)","板橋区小茂根5-13-1","3117730",""
"","(株)スエヒロ","江東区亀戸1-42-18日高ビル3F","1573220",""
"","岡庭建材工業(株)","三郷市鷹野4-59","1019590",""
"","(有)安里興業","西東京市栄町1-8-13-201","5108142",""
"","(有)エムケイロジテム","練馬区上石神井3-1-11","797473",""
"","(有)エムケイロジテム軽油","練馬区上石神井3-1-11","16342",""
"","立花建設(株)","練馬区高野台2-27-25","29392637",""
"","(株)ファノス","品川区西五反田2-26-9五輪プラザヒ""ル3F","127600",""
"","(株)米田","練馬区氷川台4-50-1","76175",""
"","NK総合建築(株)","練馬区貫井2-1-14","13200",""
"","(有)前川商事","横浜市都筑区川和台1-96","191070",""
"","徳富建設(株)","小金井市梶野町3-17-35","83441",""
"","(株)早房","杉並区上井草1-22-17","65175",""
"","(株)アイガー産業","大田区田園調布2-28-3","1667463",""
"","三矢建材(株)","横浜市鶴見区江ヶ崎町6-12","1696310",""
"","(株)星野建材","本庄市児玉町上真下196-1","265611",""
"","オオニシ体育(株)","豊島区南長崎3-38-10","397210",""
"","(株)アズケン","和光市白子4-5-15","1501818",""
"","(株)栄光","戸田市笹目南町9-4","1833985",""
"","アイ・カーゴ(株)","板橋区高島平7-10-1シャト一須田1階店舗3号室","667603",""
"","(株)日立コーポレーション","練馬区向山4-35-21","1862273",""
"合計","","","",""
