"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)アイ・テック","静岡県静岡市清水区三保387番地7","867640",""
"","秋山鋼材","東京都墨田区緑2-21-5-2F","11700",""
"","新井鋼業(株)","千葉県浦安市鉄鋼通り1-8-8","6776",""
"","井口産業(株)","千葉県浦安市鉄鋼通り1-3-3","510913",""
"","石川鋼材(株)","埼玉県川口市東本郷1-5-33","558507",""
"","エムエム建材販売(株)","東京都港区東新橋1-5-2-18F","1195591",""
"","NS建材販売(株)","神奈川県厚木市中町4-1-10-4F","15722",""
"","太田工業(株)","千葉県浦安市鉄鋼通り1-7-2","925833",""
"","加藤鉄鋼(株)","東京都墨田区亀沢4-14-13","1093469",""
"","(株)垣原商店","千葉県船橋市栄町2-10-6","10140",""
"","(株)栗山庄之助商店","千葉県浦安市鉄鋼通り2-6-14","123044",""
"","京葉丸八鋼管(株)","千葉県佐倉市太田2306","2323917",""
"","(有)埼京","東京都葛飾区水元2-19-21","545587",""
"","佐藤鉄鋼(株)","千葉県浦安市鉄鋼通り3-3-3","385077",""
"","斉藤鋼業(株)","千葉県浦安市鉄鋼通り2-3-1","640313",""
"","(株)斉藤誠一商店","東京都墨田区緑3-1-12","110832",""
"","(株)渋井鋼材店","東京都墨田区亀沢3-19-11","1401891",""
"","渋木スチール(株)","東京都荒川区西尾久4-6-16-2F","67127",""
"","鈴木鋼材(株)","東京都八王子市小宮町276","852835",""
"","","","1436625",""
"","(有)タカミメタル","東京都多摩市和田2015-2","391586",""
"","(株)タキタ鉄鋼","神奈川県川崎市川崎区小島町4-4","85813",""
"","(有)大豊物産","千葉県浦安市鉄鋼通り1-3-3","35700",""
"","(株)高橋儀三郎商店","埼玉県さいたま市北区吉野町2-232-5","17808",""
"","(株)第一産商","東京都多摩市貝取1-20-6","6375426",""
"","千代田鋼材(株)","東京都中央区入船3-5-10-3F","2722244",""
"計","","","",""
