"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","ムンタース(株)","東京都板橋区舟渡3-27-2","2860000","R4.5.31決済"
"","ムンタース(株)","東京都板橋区舟渡3-27-2","924000","R4.8.31決済"
"","水戸暖冷工業(株)","","638000","R4.5.1決済"
"","水戸暖冷工業(株)","","275000","R4.5.31決済"
"","水戸暖冷工業(株)","","831600","R4.8.1決済"
"","日神工業(株)","","1098000","R4.5.2決済"
"","日神工業(株)","","2004948","R4.5.31決済"
"","(株)テクノ菱和","","4092000","R4.4.15決済"
"","(株)テクノ菱和","","3795000","R4.5.16決済"
"","東洋輿商(株)","","1986820","R4.5.31決済"
"","東洋興商(株)","","836880","R4.7.31決済"
"","東京冷機工業(株)","","462000","R4.5.11決済"
"","東京冷機工業(株)","","1759220","R4.7.11決済"
"","(株)精研","","4400000","R4.7.15決済"
"","三菱重工冷熱(株)","","3261280","R4.4.28決済"
"","日本空調サービス(株)","","501600","R4.5.6決済"
"小計","","","88063248",""
"未収入金","(株)黄原商会","相模原市中央区清新2-16-11","1327321","3月分鉄屑代"
"","コカ・コーラボトラーズジャパン(株)","海老名市上河内33","9997","3月分自動販売機手数料"
"","アサヒ飲料販売(株)","相模原市中央区南橋本3-1-8","1428","3月分自動販売機手数料"
"小計","","","1338746",""
"計","","","216643944",""
