"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","協和紙工(株)","四国中央市中之庄町1694-2","29687532",""
"〃","レック(株)","東京都中央区日本橋浜町3-15-1","12509695",""
"〃","レック(株)裾野工場","静岡県裾野市下和田字嵐ノ台648-10","7920000",""
"〃","高津紙器(株)","四国中央市川之江町3691","2597727",""
"〃","(株)マルアイ","山梨県西八代郡市川三郷町市川大門260-3","2192097",""
"〃","マルショウ(株)","四国中央市妻鳥町1435","1751277",""
"〃","エヒメ紙工(株)","四国中央市妻鳥町3048-12","1529965",""
"〃","(株)三豊印刷","観音寺市柞田町甲37-1","1504527",""
"〃","中央紙工(株)","四国中央市金生町半田甲140-1","1352126",""
"〃","書道パフォーマンス甲子園実行委員会","四国中央市中之庄町1665-1","1237500",""
"〃","タイカワ商事(株)","四国中央市三島宮川2-5-8","1153680",""
"〃","(株)プレミアム","四国中央市妻鳥町2746-1","947785",""
"〃","四国中央市役所","四国中央市三島宮川4-6-55","871090",""
"〃","トーヨデンサン(株)","四国中央市川之江町912-8","858825",""
"〃","(株)四国中央レポート","四国中央市三島中央5丁目5-23","847000",""
"〃","(株)やまびこ","四国中央市新宮町馬立750-1","798116",""
"〃","篠原商事(株)","四国中央市妻鳥町2521-1","776966",""
"〃","(株)マルニチ","四国中央市妻鳥町1338","768027",""
"〃","DSworks","四国中央市三島中央3丁目15-3セントラルビル3F","619030",""
"〃","大黒工業(株)","四国中央市中曽根町1593","594880",""
"〃","フジグラン北浜店","八幡浜市北浜1-4-33","556985",""
"〃","三和紙工(株)","愛媛県伊予三島市中央5-7-33","543905",""
"〃","(株)エム・パック","四国中央市妻鳥町2192","536959",""
"〃","四国中央商工会議所","四国中央市金生町下分865","529309",""
"〃","(株)横内造園","四国中央市金生町下分309","511662",""
"〃","四国中央市観光協会","四国中央市金生町下分865","498000",""
"計","","","",""
