科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,三共開発(株),尾花沢市大字朧気661-5,"23,826,000",
同上,山銀リース(株),山形市宮町2-2-27,"19,030,000",
同上,(株)斎藤建設,東根市中央東2-6-39,"15,280,188",
同上,アースリストア(株),上山市狸森焼山309-3,"10,480,000",
同上,(有)鹿島重機,寒河江市元町2-4-4,"10,137,602",
同上,(株)ミノル建設,東根市中央東2-6-40,"5,500,000",
同上,(株)ヤマモト,東根市大字若木133-2,"5,000,000",
同上,(株)佐藤建設,西村山郡西川町大字入間334-1乙,"4,750,000",
同上,(有)大平重機造園,山形市大字下反田1690-5,"4,400,000",
同上,樋口建設(株),西置賜郡飯豊町大字萩生789,"3,979,998",
同上,トーホークレーン(株),寒河江市緑町4,"3,825,677",
同上,ひまわり物流建設(株),新庄市大字鳥越1780-1,"3,689,015",
同上,国土交通省山形河川国道事務所,山形市成沢西4-3-55,"3,619,005",
同上,(株)ネクスコ・メンテナンス東北,山形市千石91,"3,568,020",
同上,渋谷建設(株),山形市東青田5-1-5,"3,126,261",
同上,(株)江目組,西村山郡河北町大字溝延字小堤204-1,"3,102,000",
同上,(有)保刈工業,山形市城西町5-13-14,"3,102,000",
同上,(株)松田組,南陽市三間通1247-1,"2,984,910",
同上,升川建設(株),西村山郡河北町谷地甲1083,"2,811,545",
同上,(株)アイチコーポレーション,宮城県仙台市宮城野区日の出町3-4-8,"2,794,114",
同上,あいおいニッセイ同和損害保険(株),山形市松波1-14-1,"2,744,964",
同上,舟形町役場,最上郡最上町舟形263,"2,728,100",
同上,(株)新庄鈴木柴田組,新庄市十日町2760-9,"2,610,746",
同上,井上工業(株),寒河江市大字松川字前田120,"2,426,118",
同上,(株)力キザキ,新庄市大字福田字福田山711-9,"2,396,350",
同上,デー・アール・シー,天童市泉町1-7-28,"2,302,747",
合計,,,,
