科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,エスオーユーホールディング(株),東京都台東区根岸3-18-20,6192808,
売掛金,(株)東京組,東京都世田谷区用賀4-10-1世田谷ビジネススクエアタワー22階,6174572,
売掛金,(株)プライムトラス,東京都江東区木場2-15-12,5906490,
売掛金,ジャパン建材(株),千葉県印西市松崎台1-2-20,5609145,
売掛金,野原住環境(株),東京都新宿区新宿1-1-11,5501870,
売掛金,中村工業(株),山口県熊毛郡平生町大字平生村847,5450500,
売掛金,(株)東京セリオ,東京都三鷹市下連雀7-4-7,5010910,
売掛金,(株)エムケーレックス,宮城県仙台市若林区卸町5-2-3,4785000,
売掛金,矢島建設工業(株),神奈川県横浜市神奈川区三ツ沢下町9-26ドエル三ツ沢2F,4647973,
売掛金,(株)ISHIBE,神奈川県横浜市鶴見区尻手3-11-10,4497900,
売掛金,(有)ハウスフィット,千葉県市原市五井中央東2-17-18Fitビル2F,4456100,
売掛金,照栄建設(株),福岡県福岡市南区向新町2丁目5-16,4400000,
売掛金,和以美(株),東京都荒川区西日暮里5-14-3サンキエームビル6F,4173725,
売掛金,(株)創建建設,神奈川県横浜市中区万代町1-2-12VORT横浜関内Ⅲ6F,4173400,
売掛金,(株)ネクスト,千葉県船橋市本町6-21-181階,4136000,
売掛金,(株)ナック,東京都新宿区西新宿1-25-1,4123900,
売掛金,秋田建設工業(株),千葉県千葉市稲毛区山王町134,4070000,
売掛金,(株)林友,長野県松本市渚4-1-1,3655762,
売掛金,(株)タツミ,新潟県見附市今町8-3-1,3494691,
売掛金,山万(株),千葉県佐倉市ユーカリが丘4丁目1番スカイプラザ・モール3階,3410000,
売掛金,(株)ヤマムラ,山形県新庄市大字福田711-6,3342033,
売掛金,工藤建設(株),神奈川県横浜市青葉区新石川4-33-10,3227400,
売掛金,(株)ハウセット,東京都墨田区業平4-9-3押上駅前ビルディング7・8F,3190000,
売掛金,(株)bondhome,埼玉県川口市西青木5-10-17コアハウス101,3144520,
売掛金,(株)東急Re・デザイン,東京都世田谷区用賀4-10-1世田谷ビジネススクエアタワー3階,3092489,
売掛金,デックス(株),神奈川県横浜市都筑区茅ヶ崎南2-23-14,3024500,
計,,,,
