"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金一輸送","屋久島生コン有限責任事業組合","屋久島町安房","11725505",""
"〃","熊毛生コンクリート(株)","屋久島町志戸子","7267625",""
"〃","南国殖産(株)","鹿児島市中央町","3310330",""
"〃","(株)加根又本店","鹿児島市西別府町","2421255",""
"〃","太平洋セメント(株)","福岡市博多区住吉","667113",""
"〃","その他10件","","1277830",""
"計","","","26669658",""
"売掛金-観光","(株)阪急交通社","大阪市北区梅田","2925615",""
"〃","クラブツーリズム(株)","東京都新宿区西新宿","2065118",""
"〃","(株)JTB","東京都品川区東品川","1287495",""
"〃","(株)ネイチャーオフィス","東京都千代田区飯田橋","591965",""
"〃","平成センバス(株)","名古屋市中村区椿町","479559",""
"〃","その他6件","","1216630",""
"計","","","8566382",""
"売掛金-旅行","ベルトラ(株)","東京都中央区八重洲","2332170",""
"〃","(株)ネイチャーオフィス","東京都中央区千代田区飯田橋","1111000",""
"〃","(株)オリオンツアー","東京都中央区日本橋","513500",""
"〃","Booking.com","","358300",""
"〃","(株)JTB","福岡県福岡市長浜","126000",""
"〃","その他9件","","385500",""
"計","","","4826470",""
"合計","","","40062510",""
