"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社コンタクト","東京都渋谷区神宮前2-6-7","815650",""
"〃","株式会社三陽商会","東京都新宿区四谷本塩町12-19","15765310",""
"〃","株式会社ザッツ・オールレライト","東京都港区南青山1-15-39","395230",""
"〃","株式会社サザランド","東京都港区南青山2-22-17","1339607",""
"〃","株式会社三六","大阪府大阪市西区西本町1-10-22","174900",""
"〃","株式会社ザ・ブックス・パブリッシング","東京都江東区佐賀2-4-10","2915000",""
"〃","株式会社ジャガス","東京都港区芝5-32-9","1",""
"〃","株式会社新橋玉木屋","東京都港区新橋4-25-4","985050",""
"〃","","","165000",""
"〃","株式会社15cc","東京都世田谷区新町2-8-13","488840",""
"〃","","","1634600",""
"〃","株式会社JPY","東京都渋谷区神宮前5-39-8","9674790",""
"〃","","","59400",""
"〃","株式会社SEAM","東京都渋谷区代々木3-5-7","408100",""
"〃","株式会社ジーエムピーインターナショナル","東京都渋谷区富ヶ谷1-18-5","362890",""
"〃","資生堂ジャパン株式会社","東京都港区浜松町2-3-1","38500",""
"〃","株式会社実業之日本総合研究所","東京都港区南青山5-4-30","434940",""
"〃","株式会社ステデイスタディ","東京都渋谷区神宮前5-46-16","187000",""
"〃","株式会社青幻舎","東京都千代田区神田錦町3-14-3","3794857",""
"〃","株式会社セントラル・ビジネス・サポート","東京都千代田区神田佐久間町3-29","50600",""
"〃","ゼネラル真珠株式会社","東京都台東区上野5-26-11","96800",""
"〃","","","42350",""
"〃","(有)セテラ・インターナショナル","東京都目黒区青葉台1-28-4","700920",""
"〃","株式会社ゾーン","東京都渋谷区神泉町8-16","1",""
"〃","DIETーEND株式会社","東京都港区芝4-11-5","1",""
"〃","ダイニック・ジュノ株式会社","東京都港区新橋6-17-19","201300",""
"計","","","",""
