科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,河北鋼材産業(株),仙台市若林区卸町東5丁目2-10,"1,468,456",売上代
〃,(株)関電工,仙台市青葉区一番町4丁目6-1,"254,652",売上代
〃,(株)関電工福島本部,楢葉町大字井出字浄光西15-2,"50,600",売上代
〃,(株)弘電社,仙台市青葉区本町1丁目2-20,"62,700",売上代
〃,高洋電機(株),山形市長苗代55,"76,670",売上代
〃,菅野産業(株),仙台市若林区志波町18-21,"97,790",売上代
〃,(有)エリアリンク,仙台市青葉区みやぎ台1丁目17-14,"70,180",売上代
〃,北日本電材(株),仙台市若林区卸町3丁目3-3,"232,100",売上代
〃,(株)郡山電機製作所,郡山市冨久山町久保田字本木54,"139,150",売上代
〃,アサヒアレックス東日本(株),仙台市太白区長町南4丁目11-18,"47,250",売上代
〃,荒若電機,仙台市宮城野区昭和北51-2,"357,500",売上代
〃,(株)河原木電業,青森県八戸市江陽2-11-13,"60,500",売上代
〃,グローテック(株),多賀城市桜木3-4-1みやぎ復興バークF21号館,"107,910",売上代
〃,(有)河北シャーリング,六丁の目元町4-11,"64,130",売上代
〃,OKIクロステック(株),仙台市宮城野区日の出町1-1-21,"110,550",売上代
〃,アイリスネット(株),仙台市青葉区五橋2-12-1,"26,400",売上代
〃,(株)相澤製作所,仙台市若林区六丁の目元町7-1相沢製作,"147,840",売上代
〃,(株)サンテック,仙台市宮城野区宮千代1丁目10-12,"44,000",売上代
〃,(株)JVCケンウッド・公共産業システム,仙台市若林区卸町3丁目5-19,"613,800",売上代
〃,スチール搬送(株),仙台市青葉区中江1丁目16-16,"4,251,060",売上代
〃,仙台明邦産業(株),仙台市宮城野区福田町南1丁目5-12,"685,520",売上代
〃,第一電路工業(株),仙台市青葉区一番町2丁目3-20,"48,400",売上代
〃,(株)TTK,仙台市若林区新寺1丁目2-23,"1,349,260",売上代
〃,(株)TKテクノサービス,東京都千代田区丸の内3丁目2-3,"46,520",売上代
〃,資材リンコム(株),仙台市青葉区上愛子字松原47-9,"24,640",売上代
〃,東光電気工事(株),仙台市青葉区上杉6丁目2-23,"758,810",売上代
計,,,,
