"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"本社売掛金","(株)品川鍛造所","神奈川県川崎市川崎区扇町5-7","14807562",""
"〃","清水特殊鋼(株)","東京都港区芝4-10-4","2216669",""
"〃","湘南機械工業(株)","神奈川県藤沢市石川23-1","24421573",""
"〃","白鳥恵那愛知電機(株)","岐阜県恵那市飯地町1780","2426952",""
"〃","(株)セイギ製作所","東京都町田市旭町3-20-6","1629846",""
"〃","石油鑿井機制作(株)","茨城県古河市古河544","606694",""
"〃","(株)双和精機","神奈川県横須賀市馬堀町1-4-18","4240971",""
"〃","孟鋼鉄(株)","愛知県小牧市大字林35-2","1810655",""
"〃","多摩川ハイテック(株)","嘉森県八戸市北インター工業団地1-3-47","1895382",""
"〃","(株)帝国機械製作所","三重県松阪市上川町3456","1216645",""
"〃","(株)電業社機械製作所","静岡県三島市緑町10-24","6848578",""
"〃","永井鍜造(株)","東京都墨田区東向島5-9-1","2369766",""
"〃","(株)中川研磨製作所","神奈川県横浜市鶴見区駒岡5-14-10","3862298",""
"〃","(株)ナカタニ","埼玉県さいたま市浦和区岸町7-1-7","2812788",""
"〃","(株)浪花ポンプ製作所","大阪府南河内郡美原町丹上476-1","614622",""
"〃","(株)奈良機械製作所","東京都大田区城南島2-5-7","1524600",""
"〃","ニッコウ工業(有)","神奈川県横浜市鶴見区駒岡5-21-13","3107792",""
"〃","日本シャフト製造(株)","千葉県柏市鷲野谷1027-21","3930417",""
"〃","(有)根本製作所","神奈川県高座郡寒川町倉見1913","1858094",""
"〃","野村鋼機(株)","東京都江東区亀戸5-22-13","2111197",""
"〃","(株)日立産機システム","茨城県土浦市神立町603","3654063",""
"〃","(株)日立産機システム習志野","東京都千代田区外神田1-5-1","719554",""
"〃","(株)ホリキリ","千葉県八千代市上高野1827-4","5003385",""
"〃","(株)ミヤギ","神奈川県中郡二宮町緑ケ丘1-9-3","10227087",""
"〃","(株)宮地鉄工所","東京都大田区昭和島1-1-12","7642114",""
"〃","(株)ミヤビシャフト","鳥取県八頭郡若桜町赤松876-1","2554660",""
"合計","","","",""
