科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)斎藤建設,東根市中央東2-6-39,"19,532,326",
同上,(株)イトウ,南陽市元中山2231-1,"13,994,932",
同上,昭和リース(株),宮城県仙台市青葉区中央2-9-27,"13,200,000",
同上,(株)矢作組,尾花沢市横町2-3-40,"12,673,001",
同上,アースリストア(株),上山市狸森焼山309-3,"10,617,934",
同上,(有)ピﾂクファーム室岡,南陽市宮崎527,"5,311,658",
同上,中道リース(株),山形市香澄町2-2-31,"4,840,000",
同上,(株)ヤマゼン,寒河江市大字島字島東238-3,"4,214,118",
同上,(株)新庄鈴木柴田組,新庄市十日町2760-9,"3,975,760",
同上,(有)工コファーム長井,長井市寺泉4249-2,"3,619,680",
同上,(有)スズキ建設工業,東村山郡山辺町大字山辺2720,"3,513,950",
同上,(株)ネクスコメンテナンス東北山形事業所,山形市千石91,"3,351,815",
同上,青山建設(株),寒河江市緑町227-1,"3,136,100",
同上,(有)FUJISHO,山形市大字長谷堂1343-2,"3,091,000",
同上,川西町役場,東置賜郡川西町大字上小松977-1,"2,918,091",
同上,デー・アール・シー,天童市泉町1-7-28,"2,844,820",
同上,トーホークレーン(株),寒河江市緑町4,"2,765,600",
同上,東根道路(株),東根市大字東根乙1959,"2,679,100",
同上,山形基礎(株),寒河江市大字高松200,"2,459,545",
同上,白岩土木建築(株),最上郡金山町大字金山920-6,"2,434,388",
同上,(株)アイチコーポレーション,宮城県仙台市宮城野区日の出町3-4-8,"2,328,357",
同上,犬飼建設(株),寒河江市大字西根字高畑1780,"2,217,237",
同上,(株)松田組,南陽市三間通1247-1,"2,151,586",
同上,(有)鹿島重機,寒河江市元町2-4-4,"2,003,194",
同上,(株)柿崎工務所,新庄市若葉町5-5,"1,902,945",
同上,ひまわり物流建設(株),新庄市大字鳥越1780-1,"1,848,924",
合計,,,,
