"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","京セラ(株)","東近江市蛇溝町1166-6","40420875",""
"売掛金","TobaccoTechnologyDevelopmentCe","東京都墨田区横川1-17-7","34479500","日本たばこ産業(株)"
"売掛金","大同工業(株)","加賀市熊坂町イ197","33268060",""
"売掛金","三井物産マシンテック","東京都港区東し新橋1丁目5番2号汐留シティセンター34階","11000000",""
"売掛金","疋田産業(株)","金沢市河原市町10番","9590900",""
"売掛金","轟産業(株)","金沢市北安江4丁目8番33号","8487600",""
"売掛金","日工機材(株)","大阪府大阪市中央区谷町8-2-3","8247800",""
"売掛金","(株)別川製作所","名古屋市中区栄5丁目19番8号","6193000",""
"売掛金","日本フィルター工業(株)他","","13819523",""
"計","","","165507258",""
