"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"福島売掛金","新井ハガネ(株)","福島県田村郡三春町大字下舞木","692393",""
"〃","植田精工(有)","福島県喜多方市関柴町下柴天神前406-5","909472",""
"〃","(株)協和精密工業秋田工場","秋田県大仙市土川宇大野13-2","1237005",""
"〃","佐久間工業(株)","福島県岩瀬郡鏡石町境151-2","3950139",""
"〃","(有)ジーエフトップ","岩手県胆沢郡金ヶ崎町西根改断14-3","1365485",""
"〃","(株)スギヤス福島工場","福島県岩瀬郡鏡石町かげ沼178-1","2415856",""
"〃","(有)高橋工業所","福島県福島市佐倉下字光寿院前1-7","2946084",""
"〃","(株)タケマエ","山形県米沢市万世町梓山下原5495-41","3274019",""
"〃","(株)田代電機製作所","福島県耶麻郡西会津町群岡御館野甲952","4379232",""
"〃","(有)出川工作所","福島県二本松市宮戸82-8","1207939",""
"〃","長尾工業(株)第2工場","福島県郡山市喜久田町字松ヶ作16","556831",""
"〃","NOK(株)オイルシール事業部","福島県福島市永井川続堀8","1705914",""
"〃","NOKフガクエンジニアリング(株)","福島県田村郡三春町熊耳大平2-1","11983163",""
"〃","冨士ダイス(株)郡山製造所","福島県郡山市待池台2-2-8","4938941",""
"〃","三木プーリ(株)","山形県米沢市窪田町窪田字下前田2857-8","1523764",""
"〃","(株)ユニオンプレート","長野県千曲市大字内川622-1","7522197",""
"〃","(株)渡工テクノサイト","福島県伊達郡川俣町大字羽田字向1-1","745789",""
"〃","その他32件","","1890542",""
"計","","","53244765",""
"九州売掛金","アイム電機工業(株)","福岡県遠賀郡水巻町猪熊10-2-16","613816",""
"〃","(株)上原製作所","福岡県福岡市博多区東那珂2-15-5","8443292",""
"〃","(有)鳥飼製作所","佐賀県三養基郡基山町大字園部2527-5","578012",""
"〃","オタライト(株)","福岡県春日市桜ケ丘7-79","843700",""
"〃","クス精密(株)","大分県玖珠郡玖珠町大字太田255-2","2187558",""
"〃","シバタ精機(株)","福岡県朝倉市杷木林田807-1","5924259",""
"合計","","","",""
