"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","ジェイ・エス・ティ電子工業(株)院庄","大阪市城東区鴨野西2-6-8","653555901",""
"売掛金","日圧電子部品(株)","栃木県宇都宮市清原工業団地1-1","242678135",""
"売掛金","日圧スーパーテクノロジーズ(株)倉吉","鳥取県倉吉市秋喜243-1","83734463",""
"売掛金","(株)アステア","総社市真壁1597","38988189",""
"売掛金","平和金属工業(株)","大阪府大阪市東成区東中本3-12-14","21694469",""
"売掛金","住電装プラテック株式会社","静岡県御殿場市中清水127番地","18353170",""
"売掛金","イリソ電子工業(株)","神奈川県横浜市港北区新横浜2-13-8","11782408",""
"売掛金","ボーンズ株式会社","大阪市東淀川区上新庄3-20-16","8040054",""
"売掛金","榛木金属工業(株)","大阪府東大阪市稲田新町3-10-5","7456614",""
"売掛金","(株)南信精機製作所","長野県上伊那郡飯島町七久保815","7176927",""
"売掛金","リズム株式会社","岡山県総社市井尻野105","6622218",""
"売掛金","住友電装(株)","三重県四日市市西末広町1-14","4751139",""
"売掛金","イーグル工業(株)","岡山県高梁市落合町阿部1212","4355149",""
"売掛金","冨士発條(株)","兵庫県朝来市和田山町筒江165-51","3996550",""
"売掛金","三菱電機トレーディング(株)","福岡県福岡市西区今宿東1-1-1","3814021",""
"売掛金","(株)エーシーオー","長野県下伊那郡下條村睦沢3444","3698554",""
"売掛金","(株)ジェイテクトプレシジョンベアリング","大阪府和泉市あゆみ野二丁目8番1号","3180781",""
"売掛金","(株)イワキ工業","総社市南溝手423","2970442",""
"売掛金","(株)エクセル電子","愛媛県松山市空港通4丁目6-2","2922040",""
"売掛金","パナソニック(株)AIS社回路部品事業部但馬工場","兵庫県出石群出石町田多地1","2784320",""
"売掛金","IーPEX株式会社","京都市伏見区桃山町根来12番地4","2336468",""
"売掛金","株式会社サーモグラフィティクス","大阪府大阪市大正区泉尾6丁目2-29","2216428",""
"売掛金","コネクトジャパン株式会社","愛知県名古屋市千種区法王町二丁目5番地","1955059",""
"売掛金","(株)三昌製作所","京都府京都市南区上鳥羽石橋町41-1","1684889",""
"売掛金","株式会社レゾナックオートモーティブプロダクツ","福岡県田川市大字糒2320番地","1629367",""
"売掛金","その他","","21713966",""
"計","","","",""
