"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","有限会社グリーン商会","大阪市鶴見区緑3-16-58","1782308",""
"売掛金","株式会社沖縄仮設","沖縄県中城村当間749","1769218",""
"売掛金","建材工業株式会社","東京都江東区牡丹一丁目14-1","1758042",""
"売掛金","盛虎ジャパン(株)((株)アセット)","沖縄県那覇市安謝2丁目4番7号","1755567",""
"売掛金","(株)まつけん設計","沖縄県浦添市西原1丁目4番16号","1751200",""
"売掛金","株式会社沖電工(八重山営業所)","沖縄県石垣市字真栄里126","1743005",""
"売掛金","株式会社GEMINI","沖縄県北中城村字安谷屋2191-4","1714658",""
"売掛金","ワークプラザ読谷","沖縄県読谷村字波平1818-4","1709402",""
"売掛金","石垣鋼材株式会社","沖縄県石垣市大川1425-1","1709389",""
"売掛金","有限会社東亜","沖縄県北谷町吉原840","1668990",""
"売掛金","有限会社総販","沖縄県読谷村喜名217-1","1662030",""
"売掛金","新垣材木店(西崎店)","沖縄県那覇市与儀2-1-19","1660281",""
"売掛金","金秀鉄工株式会社(TGパイル)","沖縄県西原町字小波津567番地","1650000",""
"売掛金","デュポン・スタイロ(株)購買部","東京都千代田区永田町2-11-1","1633126",""
"売掛金","合同会社丸高","沖縄県宮古島市城辺字福里864-11","1593395",""
"売掛金","総合金物オナガ","沖縄県西原町幸地950-1","1577058",""
"売掛金","株式会社宮古あさひ商事","沖縄県宮古島市平良字西仲宗根663-1","1572439",""
"売掛金","那覇鋼材株式会社(北部支店)","沖縄県名護市宮里7丁目2-59","1554597",""
"売掛金","高昌内装","沖縄県うるま市勝連南風原4518","1549000",""
"売掛金","株式会社平商事","沖縄県読谷村都屋17","1547040",""
"売掛金","トーマ金物・防水","沖縄県豊見城市我那覇545-1","15414677",""
"売掛金","株式会社しげ組","沖縄県糸満市大里2024","1523575",""
"売掛金","(株)桐井製作所本社購買G/トクエ(株)名古","愛知県名古屋市北区辻町","1485264",""
"売掛金","株式会社メイクマン(名護店)","沖縄県名護市名護4558-1","1481867",""
"売掛金","初穂商事株式会社四国営業所","愛媛県松山市山西町982","1481491",""
"売掛金","株式会社メイクマン(具志川店)","沖縄県うるま市江洲648","1424170",""
"計","","","",""
