"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)カティグレイス","東京都台東区三筋2-20-10","206084630",""
"","(株)伊勢半","東京都千代田区四番町6-11","192529192",""
"","CHEMICOSCHINA","#4556,CIHURD. , JINJIAZHUAANGAREA,MAANSHAN-CITY,","61999441",""
"","(株)ディーアップ","東京都港区北青山3-3-11ルネ青山ビル6階","25547672",""
"","(株)井田ラボラトリーズ","東京都千代田区麹町4-2-6住友不動産麹町ファーストビル","25001064",""
"","エルソルプロダクツ(株)","静岡県掛川市淡陽8番地","22814286",""
"","(株)フローフシ","東京都港区六本木4-1-28グレイハウス2階","20196000",""
"","(株)スタイリングライフ・ホールディングスBCLカンパニ","東京都新宿区北新宿2-21-1新宿フロントタワー27階","18615072",""
"","msh(株)","東京都渋谷区渋谷3-3-2渋谷MKビル4階","11055000",""
"","(株)ノエビア","兵庫県神戸市中央区港島中町6-13-1","10958191",""
"","CHEMICOSKOREA","2F,204-3,Anyang-Dong,Manan-kuAnyang-Si,KOREA43","5472897",""
"","(株)MIMC","東京都千代田区岩本町3-5-5岩本町三丁目ビル8階","5020400",""
"","アヴァンセ(株)","東京都港区六本木6-4-1ハリウッドビューティプラザ4F","4841819",""
"","(株)アメイズプラス","愛知県名古屋市中村区太閤3-1-18名古屋KSビル4階","3465000",""
"","(株)宇津木産業","東京都中央区日本橋本石町3-2-6ストークビルヂング本石町","3194466",""
"","(株)ポーラ","東京都品川区西五反田2-2-3","3171520",""
"","東洋ビューティ(株)","三重県伊賀市ゆめが丘7-6-1","2860000",""
"","(株)Rainmakers","東京都中央区新富1-8-9+SHIFTGINZAEAST4階","2655840",""
"","イリヤ化学(株)","愛知県名古屋市千種区小松町6-27","2475000",""
"","(株)ヘイゼルトンプソン","新潟県新潟市東区逢谷内6-8-3","2208717",""
"","(株)コスメディアラボラトリーズ","横浜市金沢区幸浦2-20-5","1351240",""
"","(株)ピカソ美化学研究所","兵庫県西宮市西宮浜3-9-1","1049070",""
"","(株)マッシュビューティーラボ","東京都千代田区麹町5-7-1麹町ダイビル5階","902000",""
"","(株)Clue","東京都中央区新富1-8-9+SHIFTGINZAEAST4階","119350",""
"","上海美塾貿易会社","ROOME160,No.2800,WANYUANROAD,MINHANGDISTR","60000",""
"","その他","","2",""
"計","","","",""
