"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","沖東交通事業(協)","西原町字小橋川90-1","17700764",""
"〃","(株)東江ガス","浦添市伊祖3-32-5","30054678",""
"〃","(有)アイピック","那覇市港町1-1-16","21217745",""
"〃","(株)東江建設","浦添市内間1-10-7","1923305",""
"〃","(株)EーCON運輸","沖縄市登川3412-1","6238194",""
"〃","(資)上地産業","宣野座村惣慶1692-1","1843484",""
"〃","蒲添宜野湾漁業協同組合","浦添市牧港5-22-2","2473894",""
"〃","沖縄県漁業協周組合連合会","那覇市港町1-1-27","10485200",""
"〃","沖縄砂利組合","宜野湾市宇治泊668","4998160",""
"〃","オリエンタルホテル沖縄リゾート&スパ","名護市喜瀬1490-1","16996320",""
"〃","沖縄シャーリング(株)","浦添市勢理客4-21-12","1036093",""
"〃","沖縄うるまニューエナジー(株)","うるま市勝連南風原5194-43","1540110",""
"〃","冲縄港運(株)","うるま市州崎17-1","1633777",""
"〃","(株)久和運送","うるま市与那城饒辺338-1","1671946",""
"〃","協栄海事土木(株)","浦添市伊奈瀬1-6-8","28354248",""
"〃","(有)くだか石油","うるま市石川嘉手苅141-6","3408163",""
"〃","商工観光課船舶運航事業","島尻郡伊是名村仲田1203","15939000",""
"〃","(有)新興商事","宜野湾市真志喜2-4-16","2714743",""
"〃","(有)信栄石油","中城村字北上原428","17917521",""
"〃","(有)シンリュウ石油","西原町小那覇1487-4","8781080",""
"〃","(株)大日商会","那覇市天久955-5-603","2623855",""
"〃","(株)京都屋","豊見城市字金良435-2","4918722",""
"〃","東陽バス(株)","南城市新里545","11666558",""
"〃","(株)トウエイ","浦泰市内間2-6-16","12435921",""
"〃","南西海運(株)","那覇市曙2-24-13","7977640",""
"〃","中城湾港運(株)","沖縄雨海邦町3-46","1420098",""
"計","","","",""
