"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)フクイ","台東区柳橋1-5-5石川ビル","8961358",""
"売掛金","出下印刷紙器(株)東京","千代田区神田須田町2-2-2神田須田町ビル2F","5885199",""
"売掛金","(株)マイム・コーポレーション","台東区東上野3-30-1東上野ビル","5510341",""
"売掛金","ジェイワークス(株)","渋谷区東3-9-19ポーラ恵比寿ビル4F","3637645",""
"売掛金","(株)エフシー","江東区亀戸1-16-8鯨岡第一ビル5F","3629560",""
"売掛金","(株)ハート","松山市大可賀3-150-8大可賀事務所","3399326",""
"売掛金","(株)ダイナワークス","千代田区神田和泉町2-27美笠ビル1F","2528601",""
"売掛金","東都紙器工業(株)","墨田区菊川3-3-18","2379432",""
"売掛金","(株)キャッチアップ","新宿区西新宿7-22-37-407","2304890",""
"売掛金","(株)協同制作","中央区入船2-5-7","2133280",""
"売掛金","トーイン(株)","江東区亀戸1-4-2","2003694",""
"売掛金","(株)アイ・アイ・ビー","港区芝3-43-11三輪ビル3F","1769652",""
"売掛金","(株)フラワーリング","渋谷区恵比寿1-23-23恵比寿スクエア2F","1551220",""
"売掛金","三浦印刷(株)","墨田区千歳2-3-9","1258070",""
"売掛金","(株)プラスチック・ホンダ","千代田区神田淡路町1-1-1-10F","830478",""
"売掛金","丸金印刷(株)","千葉市花見川区幕張町4-544-3","827057",""
"売掛金","(株)日光プロセス","墨田区菊川2-23-12","820259",""
"売掛金","東京ビジネス(株)","墨田区江東橋5-16-12","794750",""
"売掛金","(有)東京アダチ","中央区築地3-10-9ビジョナリービル8・9階","792093",""
"売掛金","高久産業(株)","墨田区向島4-17-5","778610",""
"売掛金","(有)プリティックウイード","墨田区堤通1-10-21","753874",""
"売掛金","(株)ビー・アイ・ディー","台東区松が谷3-1-12-401","616548",""
"売掛金","(株)ビー・アイ・ディー","台東区松が谷3-1-12-401","616548",""
"売掛金","(有)ジーエー","長野県松本市島立1043","602866",""
"売掛金","その他32件","","2564380",""
"小計","","","56949731",""
"計","","","",""
