"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","大東通信機(株)","目黒区下目黒2-17-7","3140830",""
"","東洋樹脂(株)","埼玉県比企郡ときがわ町玉川42","2933807",""
"","(株)エンテック","新潟県燕市大関宇東川根375-1","2850320",""
"","(有)サンキ","相模原市上鶴聞本町7-1-6","2673916",""
"","(有)田巻化工","新潟県燕市小高417-2","2273700",""
"","東目産業(有)","新潟県加茂市赤谷1-4","2273471",""
"","大和電器(株)","品川区小山3-2-14","2093476",""
"","睦特殊金属工業(株)","東京都町田市鶴間6-1-20","2043783",""
"","(有)土屋化成","福島県郡山市熱海町安子島宇馬場2","1922731",""
"","山下電気(株)","品川区南品川3-6-33","1907928",""
"","玉川電器(株)","宮城県加美郡小野田町月崎宇鳥屋ケ森1-6","1760880",""
"","ネギシ電機(株)","新潟市西蒲区福島2233","1680113",""
"","(株)タナカ","神奈川県横浜市港北区北新横浜2-7-1","1649795",""
"","(株)アベ化成","大田区中央7-16-8","1508408",""
"","芝電化(株)","大田区南蒲田2-28-22","1465816",""
"","(株)創和","長野県諏訪郡下諏訪町西赤砂4354-6","1339800",""
"","(株)埼玉富士","埼玉県秩父市山田783","1334952",""
"","川井成形(有)","千葉県茂原市本納3210-19","1327887",""
"","中研合成化学(株)","茨城県常総市豊岡町乙1725","1222705",""
"","(株)エムイーテック","品川区平塚3-2-14ストークプラザ武蔵小山3F","1221792",""
"","(有)菱田樹脂工作所","群馬県佐波郡玉村町上新田1622","1218905",""
"","理研商事(株)","練馬区氷川台4-12-4","1180718",""
"","早川商事(株)","群馬県高崎市栄町14-1","1152844",""
"","(株)川分合成製作所","新潟県燕市八王寺1513","1102049",""
"小計","","","43280626",""
