"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"完成工事未収入金","稲元・上村JV","","31020000",""
"完成工事未収入金","丸宮建設(株)","都城市庄内町","9871212",""
"完成工事未収入金","(有)西山工務店","都城市菓子野町","8510136",""
"完成工事未収入金","(株)ホクト工業","都城市高崎町","7154158",""
"完成工事未収入金","大和開発(株)","宮崎市高洲町","5317199",""
"完成工事未収入金","(株)上原林業","三股町樺山","5240268",""
"完成工事未収入金","高野建設(株)","都城市早鈴町","5074300",""
"完成工事未収入金","日興建設(株)","都城市丸谷町","5034821",""
"完成工事未収入金","(株)千人","都城市一万城町","4840021",""
"完成工事未収入金","(株)創和建設","都城市東町","4127893",""
"完成工事未収入金","はやま建設(株)","三股町樺山","2826312",""
"完成工事未収入金","(有)益山建設","都城市西町","2802000",""
"完成工事未収入金","栄総合住宅設備(株)","都城市菓子野町","2412168",""
"完成工事未収入金","","","2384800",""
"完成工事未収入金","清水建設","都城市高崎町","2293984",""
"完成工事未収入金","稲元建設(株)","都城市山田町","2106500",""
"完成工事未収大金","(有)楠元商事","都城市下川東","1922800",""
"完成工事未収入金","その他","","39118471",""
"売掛金","(有)西山工務店","都城市菓子野町","1931226",""
"売掛金","高野建設(株)","都城市早鈴町","1716583",""
"売掛金","(株)ホクト工業","都城市高崎町","1073351",""
"売掛金","竹中住建工業","都城市関之尾町","1017675",""
"売掛金","その他","","36280052",""
"合計","","","184075930",""
