"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","リファインテック(株)","神奈川県横浜市港北区綱島東5-6-37","2881228",""
"","(有)サンキ","相模原市上鶴間本町7-1-6","2624677",""
"","日本サーモ(株)","山形県西置賜郡白魔町荒砥乙125-2","2610300",""
"","睦特殊金属工業(株)","東京都世田谷区玉川2-16-6睦ビル双子玉川4F","2186363",""
"","郡山ヒロセ電機(株)","神奈川県横浜市都筑区中川中央2-6-3","2142250",""
"","シンエンジニアリング(株)","愛知県名古屋市緑区大高町字神戸16","2140930",""
"","葵工業(株)","宮城県栗原市金成大原木鶴田37-2","1970100",""
"","(株)セイプラ","山梨県笛吹市八代町竹居1272","1967500",""
"","玉川電器(株)","神奈川県横浜市保士ケ谷区神戸町134","1914000",""
"","ネギシ電機(株)","新潟市西蒲区福島2233","1870248",""
"","山田化成(株)","東京都千代田区内神田2-8-4","1851278",""
"","(有)菱田樹脂工作所","群馬県佐波郡玉村町上新田1622","1676159",""
"","(株)プログレス","三重県四日市市馳出1098","1577430",""
"","(株)川分合成製作所","新潟県燕市八王寺1513","1512380",""
"","池田物産(株)","新潟県燕市朝日町584","1439075",""
"","前田樹脂(有)","埼玉県大里郡寄居町西古里110-5","1385120",""
"","理研商事(株)","練馬区氷川台4-12-4","1366014",""
"","(有)田巻化工","新潟県燕市蔵関470-1","1361250",""
"","(株)アベ化成","大田区中央7-16-8","1236400",""
"","中研合成化学(株)","茨城県常総市豊岡町乙1725","1195700",""
"","芝電化(株)","大田区南蒲田2-28-22","1103806",""
"","大東通信機(株)","目黒区下目黒2-17-7","1055054",""
"","その他104件","","29798670",""
"小計","","","68865932",""
