"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","高砂熱学工業(株)","東京都新宿区新宿6-27-30","301632450",""
"〃","(株)Matsuda","三重県津市半田572-4","19373750",""
"〃","三建設備工業(株)","東京都中央区新川1-17-21","16500000",""
"〃","新菱冷熱工業(株)","東京都新宿区四谷1-6-1","11882200",""
"〃","(株)九電工","東京都豊島区東池袋3-1-1-31F","5080000",""
"〃","第一工業(株)","東京都墨田区両国2-10-8","4761130",""
"〃","日比谷総合設備(株)","東京都港区三田3-5-27","4510000",""
"〃","ソーセツエンジニアリング(株)","埼玉県熊谷市広瀬416-1","3850000",""
"〃","ダイダン(株)","東京都千代田区富士見2-15-10","2409000",""
"〃","(株)フカガワ","埼玉県川口市西青木2-9-5","838200",""
"〃","東洋熱工業(株)","東京都中央区京橋2-5-12","759000",""
"〃","(有)イチジョーエンジニアリング","東京都品川区中延4-16-19","523600",""
"〃","三機工業(株)","東京都中央区明石町8-1","82500",""
"小計","","","372201830",""
"電子債権","高砂熱学工業(株)","東京都新宿区新宿6-27-30","136300000",""
"〃","(株)九電工","東京都豊島区東池袋3-1-1-31F","44090000",""
"〃","新菱冷熱工業(株)","東京都新宿区四谷1-6-1","12171256",""
"〃","ダイダン(株)","東京都千代田区富士見2-15-10","8453060",""
"〃","東洋熱学工業(株)","東京都中央区京橋2-5-12","1108250",""
"〃","第一工業(株)","東京都塁田区両国2-10-8","690000",""
"小計","","","202812566",""
"未収入金","(有)坂戸金属","埼玉県坂戸市中富町57-7","193842",""
"小計","","","193842",""
"計","","","",""
