"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","イオン琉球(株)","沖縄県島尻郡南風原町兼城514-1","384067194",""
"〃","金秀商事(株)","沖縄県中頭郡西原町小那覇1228","234107856",""
"〃","(株)野嵩商会","沖縄県宜野湾市野嵩1-12-13","109959629",""
"〃","(株)サンエー","江縄県宜野湾市大山7-2-10","78616307",""
"〃","(株)ドン・キホーテ","沖縄県宜野湾市野嵩1-12-14","75179010",""
"〃","JAおきなわ","沖縄県那覇市楚辺2-33-18","19738251",""
"〃","(株)丸大","沖縄県島尻郡南風原町宮平251","12549613",""
"〃","(有)仲松商事","沖縄県沖縄市越来1-11-15","11099120",""
"〃","(株)リウボウストア首里りうぼう","沖縄県那覇市首里久場川2-122-1","9954996",""
"〃","(株)崎浜商店","沖縄県名護市大南4-11-13","9612322",""
"〃","(株)大亜","","7089439",""
"〃","窪田商事","鹿児島県大島郡籠郷町中勝2533","6407640",""
"〃","沖縄工業商事(株)直送","沖縄県浦添市牧港4-14-17","6007913",""
"〃","(株)沖縄物産企業連合","沖縄県那覇市金城3-8-11","4406724",""
"〃","(株)金城商事","江縄県浦添市西洲2-8-2","4272704",""
"〃","沖縄工業商事(株)","","3428569",""
"〃","トーホー九州本社","福岡県福岡市東区松島3-11-1","2802711",""
"〃","(有)サンマート喜名店","沖縄県読谷村喜名2224-3","2404353",""
"〃","下地商事","宮古島市平良東仲宗根添1166-597","2319685",""
"〃","三井食品(株)","東京都中央区八重洲2-7-2","2184830",""
"〃","全日本食品(株)沖縄事業所","沖縄県中頭郡西原町小那覇1179-1","2015236",""
"〃","(株)ツルハ","北海道札幌市東区北24条東20丁目1-21","1790298",""
"〃","名嘉食品","沖縄県浦添市西洲2-10-6","1676138",""
"〃","コープおきなわ","沖縄県浦添市西原1-2-1","1572124",""
"〃","プリマハム(株)フードサービス事業部","東京都品川区東品川4-12-2品川シーサイドウエストタワー8F","1278958",""
"〃","新里商店","沖縄県宮古島市平良字西里665-24","1121040",""
"計","","","",""
