"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","水戸暖冷工業(株)","茨城郡茨城町前田1680","32038024",""
"","(株)ヒロエンジニアリング","愛知県知立市南陽1-72","18436000",""
"","中山エンジニアリング(株)","川口市戸塚1-7-5","16434000",""
"","クボタ空調(株)","栃木県宇都宮市平出工業団地28-1","12097050",""
"","荏原冷熱システム(株)","東京都大田区羽田旭町11-1","5494500",""
"","三森商事(株)","豊島区巣鴨1-43-2","4145130",""
"","(株)菱豊フリーズシステムズ","奈良市大宮町6-3-10","2473900",""
"","東和産業(株)","東京都目黒区上目黒1-7-15トーワガーデンビル","2334310",""
"","(株)千代田組","大阪府大阪市中央区今橋4-1-1","2068000",""
"","ダイヤ冷ケース(株)","世田谷区代沢5-28-12-2F","1536700",""
"","エッペンドルフ・ハイマックテクノロジーズ(株)","茨木県ひたちなか市武田1060","1074964",""
"","東北ラヂエーター(株)","宮城県仙台市宮城野区扇町5-1-12","847000",""
"","(株)フロン熱学","静岡県静岡市駿河区中島1172-1","652300",""
"","日本エアーテック(株)","台東区入谷1-14-9","610500",""
"","朝日産業(株)","名古屋市熱田区四番1-11-22","584320",""
"","(株)エイディーディー","静岡県沼津市宮本25-1","539000",""
"","その他小口合計","ー","2107436",""
"合計","","","103473134",""
"","","","4223120",""
"合計","","","4223120",""
"未収入金","(株)サイドゲート","郡山市久留米6-129-2","439197",""
"合計","","","439197",""
"計","","","108135451",""
