"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"荷主貸","山九(株)岩国機工事業G三井事務所","山口県和木町和木6丁目1-2","658900",""
"同上","西戸崎興産(株)島根事業所","島根県江津市都野津町2308-12","354200",""
"同上","(株)東和建設","山口県熊毛郡上関町長島12-7","26400",""
"同上","米原商事(株)長岡営業所","新潟県長岡市北園町2-83","61600",""
"同上","日本通運(株)中国重機建設支店","広島県広島市西区草津港3丁目4-1","5114230",""
"同上","(株)ヤマダ","岡山県倉敷市連島1-15-10","599500",""
"同上","アサガミ(株)中国支店岡山営業所","岡山県倉敷市中畝1-3-11","44000",""
"同上","(株)日本サルベージサービス滋賀支店","滋賀県甲賀市水口町ひのきが丘7","57200",""
"同上","丸三機械建設(株)広島支社","広島県安芸郡坂町横浜東1丁目15-10","10282800",""
"同上","河崎運輸機工(株)周南支店","周南市鼓海2丁目118-65","365200",""
"同上","JFEプロジェクトワン(株)岩国","山口県玖珂郡和木町和木6丁目1-2三井化学(株)構内","4191000",""
"同上","水電リース(株)","岡山県倉敷市連島町鶴新田3077-1","2327050",""
"同上","タカオ(株)","広島県福山市御幸町中津原1787-1","38500",""
"同上","(株)高萩重機","福島県いわき市四倉町細谷字飼料畑7","88000",""
"同上","(有)古川クレーン","北九州市八幡西区石坂3丁目1-21","525800",""
"同上","(株)リョーキ","広島県広島市西区大芝3-15-24","48400",""
"同上","JFEシビル(株)倉敷事業所","岡山県倉敷市水島川鉄通1丁目川鉄製鉄構内","11107800",""
"同上","ナ力ウン(株)水島営業所","岡山県倉敷市広江1-2756-1","370700",""
"同上","宮田工業(株)","山口県岩国市麻里布町3丁目8-2","30800",""
"同上","日鉄テックス工ンジ(株)","東京都中央区新川1-23-4","3787717",""
"同上","美原工業(株)","徳島県阿南市津乃峰町111-1","363000",""
"同上","(株)工ムケーシー","山口県岩国市室の木町1-1-8","66000",""
"同上","(株)あきコーポレーション","山口県宇部市大字東須恵3836-1","184800",""
"同上","JFEプラントエンジ(株)(水島)","広島県福山市鋼管町1番地","2239600",""
"同上","日進プラント(株)","愛媛県西条市北条962-62","8758200",""
"同上","真鍋クレーン建設(株)","香川県仲多度郡多度津町庄725-1","42900",""
"合計","","","",""
