"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","公益財団法人名古屋まちづくり公社","名古屋市中区丸の内二丁目1番36号","18826518",""
"〃","中京テレビ放送株式会社","名古屋市中村区平池町4-60-11","12509200",""
"〃","株式会社FOOD&DRINKBANK","名古屋市千種区内山3丁目17番11号","10799974",""
"〃","株式会社トーハン","東京都新宿区東五軒町6-24","9526185",""
"〃","株式会社テアトル・ド・バレエカンパニー","名古屋市千種区千代田橋2-8-17","5936722",""
"〃","株式会社電通","東京都港区新橋4-21-3新橋東急ビル8F","5675183",""
"〃","三菱地所・サイモン株式会社","岐阜県岐阜市土岐ヶ丘1-2土岐プレミアム・アウトレットマネジメントオフィス","5318918",""
"〃","日本出版販売株式会社","東京都千代田区神田駿河台44-3","5255663",""
"〃","マラソンフェスティバルナゴヤ・愛知実行委員会","名古屋市中区三の丸一丁目6番1号中日新聞社北館3F","5000001",""
"〃","株式会社ADKクリエイティブ・ワン","名古屋市中村区名駅1-1-1JPタワー名古屋15階","4276100",""
"〃","株式会社横浜スカイビル","神奈川県横浜市西区高島2-19-12","3935366",""
"〃","愛知県庁","名古屋市三の丸三丁目1番2号愛知県本庁舎1階東","3342725",""
"〃","大和ハウスリアルティマネジメント株式会社","名古屋市中村区平池町4-60-9","2978801",""
"〃","株式会社CBCテレビ","名古屋市中区新栄1-2-8","2475000",""
"〃","チケットぴあ名古屋株式会社","名古屋市東区東桜2-13-32","2298222",""
"〃","株式会社アイワット","名古屋市中区新栄1-7-22","2200000",""
"〃","公益財団法人愛知県文化振興事業団","名古屋市東区東桜1-13-2愛知芸術文化センター内","2043800",""
"〃","株式会社アイプラネット","東京都港区南青山1-1-1新青山ビル西館","1631754",""
"〃","株式会社新東通信名古屋支社","名古屋市中区丸の内3丁目16番地29号","1545500",""
"〃","東京高速道路株式会社","東京都中央区銀座一丁目3番先","1265000",""
"〃","株式会社カルム","名古屋市中区富士見町15番39プレシャスサイト102","1100000",""
"〃","サントリー株式会社","名古屋市中村区名駅1-1-3JRゲートタワー40F","1100000",""
"〃","株式会社クオラス","東京都品川区大崎2-1-1ThinkParkTower7F","1028500",""
"〃","株式会社クレオ","東京都千代田区丸の内2-5-1丸の内二丁目ビル5F","909700",""
"〃","株式会社DGコミュニケーションズ","名古屋市中区錦3-25-11日生村瀬ビル6F","882200",""
"〃","株式会社弘報社","名古屋市中区千代田2-17-3","873400",""
"計","","","",""
