"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)牧野フライス製作所","目黒区中根2-3-19","93577725",""
"売掛金","(株)アマダ","静岡市中島200-1","80745464",""
"売掛金","東京計器バワーシステム(株)","栃木県佐野市多田町168","29038272",""
"売掛金","モスニック(株)","埼玉県戸田市中町2-21-4","17714675",""
"売掛金","芝浦機械(株)","沼津市大岡2068-3","3989029",""
"売掛金","オークマ(株)","丹羽郡大口町小口5-25-1","2654949",""
"売掛金","高輪精機(株)","東京都港区浜松町2-1-16","5836943",""
"売掛金","エンシュウ(株)","浜松市南区高塚町4888","2101550",""
"売掛金","萬製作所","富士宮市下稲子319","522999",""
"売掛金","ブラザー工業(株)","名古屋市瑞穂区苗代町15-1","640318",""
"売掛金","(株)イヤサカ","千葉県印西市松崎台1-8-4","2923184",""
"売掛金","マキノJ(株)","神奈川県愛甲郡愛川町中津4007","445500",""
"売掛金","アシシンシロキ(株)","愛知県豊川市千両町下野市場35-1","6289800",""
"売掛金","(株)広島","名古屋市緑区大高野字寅新田40","1078605",""
"売掛金","丸嘉鐵工所","富士市五貫島1023-2","1092300",""
"売掛金","フジメタル(株)","富士市北松野1156-1","770000",""
"売掛金","その他","","740102",""
"合計","","","250161415",""
"電子債権","(株)牧野フライス製作所","目黒区中根2-3-19","125000000",""
"電子債権","(株)アマダ","静岡市中島200-1","131866133",""
"電子債権","高輪精機(株)","東京都港区浜松町2-1-16","28660425",""
"電子債権","(株)イヤサカ","千葉県印西市松崎台1-8-4","10945116",""
"電子債権","エンシュウ(株)","浜松市南区高塚町4888","7716909",""
"電子債権","(株)ヒロ","島田市大柳南532","310453",""
"電子債権","萬製作所","富士宮市下稲子319","237820",""
"電子債権","大宮精機(株)","富士宮市万野原新田3718-1","1452880",""
"計","","","",""
