"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","シリコンバンク(株)","東京都中央区八丁堀4-1-3","105531352",""
"売掛金","シリコンバンクインターナショナルコマース(株)","東京都中央区八丁堀4-1-3","99468648",""
"売掛金","(株)マルハンユナイテッドパートナーズ","","37374700",""
"売掛金","(株)グローバルトラスト","兵田県神戸市中央区東雲通3-4-3","11287925",""
"売掛金","中国電力(株)","広島県広島市中区小町4-33","3787298",""
"売掛金","いちゆう工房","兵庫県芦屋市岩園町23-34","3092620",""
"売掛金","(株)藤成","","1907761",""
"売掛金","その他","","2344330",""
"合計","","","264794634",""
"未収入金","(株)エフコーポレーション","","493546",""
"未収入金","KSナチュラルエナジー(株)","岡山県倉敷市粒江20-50","960000",""
"未収入金","合同会社MCR開発","","2400000",""
"未収入金","その他","","4244670","消費税他"
"合計","","","8098216",""
"計","","","272892850",""
