"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社村上オフセット印刷","尾道市高須町5479番地1","11662750",""
"","東光印刷株式会社","西区商工センター7丁目5-15","8626750",""
"","有限会社パリティクラブ","松江市中原町167-11F","6884999",""
"","株式会社メデイア・プラン","千代田区西神田1-3-6ゼネラル神田ビル6F","4818000",""
"","株式会社美健ガイド社","千代田区神田佐久間町3-38大陽ビル207号","4770953",""
"","株式会社あさひ印刷","岡山県倉敷市老松町2丁目8-24","4079460",""
"","有限会社ワードウェブ","品川区小山4-5-5","4072200",""
"","","","3191100",""
"","株式会社越前屋","広島市中区小町7-27越前屋ビル","3050135",""
"","株式会社クリアプラス","島根県松江市北田町248番地","2789710",""
"","","","2484317",""
"","株式会社カレィジ","千代田区神田司町2-6アーバンセンター神田司町2F","2282500",""
"","不二産業株式会社","福山市鋼管町1番地","2204510",""
"","株式会社ライズエージェンシー","東京都港区三田3-7-18ザ・イトヤマタワー10F","2040610",""
"","株式会社インパクト","東京都文京区水道1-8-2ヒマラヤンハイツ1F","2026090",""
"","株式会社一富士興業","福山市西町3-1-1","1969704",""
"","青葉図書株式会社青葉出版","福山市北本庄1-15-1","1765640",""
"","友野印刷株式会社","高柳西町1-23","1760000",""
"","株式会社凸版コミュニケーションプロダクツ","福山市神辺町旭丘4番地","1739768",""
"","JAZYブランディング株式会社","千代田区内幸町2-2-1日本プレスセンター6F","1734700",""
"","株式会社メディアスコープ","松江市北陵町51-2","1619200",""
"","株式会社TTC","松江市学園2丁目26番36号","1514700",""
"","株式会社アナザービジョン","東京都目黒区八雲3-12-2","1441000",""
"","有限会社パリッシュ・エージェンシー","広島市中区舟入本町18-16","1430000",""
"","ムレコミュニケーションズ株式会社総務部","高松市朝日町5-3-85","1274132",""
"","株式会社インパルスコーポレーション","広島市安佐南区相田1-16-27","1128600",""
"","株式会社ツヴァイ","東京都中央区銀座5丁目9番8号","1095171",""
"","中国情報出版株式会社","福山市東川口町2-1-18","1088890",""
"","ジーアイ・マーケティング・パートナーズ(株)","東京都新宿区上落合3-8-21F","1046100",""
"","株式会社エージー新宿","渋谷区代々木2-14-5新宿F2ビル2階","997634",""
"","株式会社オフィシャルサイト","広島県広島市西区南観音2丁目5-11","870092",""
"","株式会社エフエムふくやま","福山市西町2-10-1福山商工会議所ビル1F","836000",""
"","中国宣伝企画株式会社","福山市東川口町2-1-18","832700",""
"","株式会社ミュージカル出版社","中央区銀座6-12-7新星ビル306号","775000",""
"","株式会社ディーエー印刷広島支店","広島市佐伯区海老園4-4-33春秋マンション102","741400",""
"","小計","","90644515",""
