"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社アステア","総社市真壁1470","2501806",""
"〃","株式会社ニッテツ","広島県庄原市西本町4-19-7","2476321",""
"〃","旭金属工業株式会社","倉敷市玉島黒崎4502","1192222",""
"〃","ヒルタ工業株式会社","笠岡市茂平1410","1103251",""
"〃","有限会社和光技研","総社市日羽668","907077",""
"〃","株式会社エクセディ精密","岡山県美作市城田104-1","773784",""
"〃","株式会社今仙電機製作所","愛知県犬山市柿畑1番地","385958",""
"〃","株式会社ニシキ金属","岡山市南区藤田693","381275",""
"〃","その他","","78818","トマト掛売含"
"計","","","9800512",""
"電子記録債権","株式会社アステア","総社市真壁1470","3980000",""
"〃","株式会社山陽金属工業所","倉敷市南畝5丁目14-30","2774200",""
"計","","","6754200",""
"未収入金","中国電力株式会社倉敷営業所","倉敷市中庄2293-2","7099171",""
"計","","","7099171",""
