"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","稲見電気(株)","新居浜市西原町一丁月2番28号","21694774",""
"","スミメツクエンジニアリング(株)","新居浜市新田町3丁目4番23号","13985501",""
"","栗原工業(株)","新居浜市新田町二丁目2番52号","7857935",""
"","(株)下中電機","香川県丸亀市土器町北二丁目27","5603402",""
"","秋山工業(株)","愛媛県新居浜市東田一丁月1300","3454000",""
"","河村電気工業","新居浜市船木甲5271-3","2212321",""
"","(有)前谷電設","四国中央市中之庄町1219-6","1997004",""
"","太平電業(株)","東京都千代田区神田神保町2番4号","1371893",""
"","外件","","17113960",""
"計","","","75290790",""
"未収入金","新居浜税務署","新居浜市一宮町","824200","中間納付法人税還付"
"","新居浜税務署","新居浜市一宮町","84400","中間納付地方法人税還付"
"","東予地方局","西条市","386300","中間納付法人事業税還付"
"","東予地方局","西条市","8200","中間納付法人県民税還付"
"","新居浜市役所","新居浜市一宮町","68900","中間納付法人市民税還付"
"","","","19000","坂本ビル501号"
"","矢崎総業四国販売(株)","香川県高松市木太町1925番1","10397","積立金利息"
"","","","810","コーヒー個人飲料分"
"計","","","1402207",""
"計","","","76692997",""
