"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","太陽金網(株)","東京都品川区大崎3-6-9","11292125","6740"
"売掛金","富士通アイネット","神奈川県川崎市中原区小杉町1-403-10F","9839175","5160"
"売掛金","富士通(株)","栃木県小山市城東3-28-1","5217356","5010"
"売掛金","双葉電気(株)","埼玉県さいたま市中央区本町西4-12-10","5190221","5550"
"売掛金","理化工業(株)","東京都大田区久が原5-16-6","4201173","5660"
"売掛金","新電元工業(株)","東京都千代田区大手町2-2-1","2433332","5080"
"売掛金","サンリツオートメイション","東京都町田市南成瀬4-21-9","2339476","5420"
"売掛金","(株)佐渡島テック","埼玉県さいたま市岩槻区加倉1990","2229887","6560"
"売掛金","OKIシンフォテック","福島県福島市笹木野字舘1番地","2042536","5390"
"売掛金","富士精密(株)","栃木県宇都宮市平出工業団地21番地4","1968094","5540"
"売掛金","(株)九州テン","長崎県佐世保市小佐々町葛籠278-18","1713298","5510"
"売掛金","(株)ACTIVIO","東京都新宿区高田馬場1-34-12","1091420","5100"
"売掛金","中野冷機(株)","東京都港区芝浦2-15-4","1077594","5280"
"売掛金","その他計","","1634208",""
"計","","","52269895",""
