"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","宇部建設資材販売(株)","港区港南1-6-34品川イースト6階","2957295",""
"","ウチダ商事(株)","練馬区早宮2-17-47平和台STビル2F","7763690",""
"","(株)オダ","荒川区西日暮里1-18-3","4455880",""
"","三信通商(株)","港区芝大門2-12-8RBM芝パークビル3F","1187615",""
"","住商セメント(株)","千代田区神田錦町1-4-3神田スクエアフロント5階","22502072",""
"","太平洋セメント販売(株)","中央区銀座7-12-18第一銀座ビル5階","107800",""
"","辰島建設(株)","板橋区小茂根3-5-3","2494610",""
"","(株)土金","文京区後楽1-1-1TK-CENTRAL5階","8360660",""
"","TCトレーディング(株)","千代田区神田司町2-13神田第4アメレックスビル5F","9571045",""
"","(株)テクノ・アイ","入間市宮寺2936-5","1249380",""
"","東信建材(株)","荒川区西日暮里5-23-6ホワイトハウス5階","10596135",""
"","富沢資材産業(株)","杉並区高円寺南2-8-1","1887655",""
"","長江建材工業(株)","板橋区小豆沢2-6-1","680268",""
"","三谷商事(株)","千代田区丸の内1-6-5丸の内北ロビルディング2階","12555744",""
"","三菱商事建材(株)","豊島区東池袋3-1-1サンシャイン6012F","265925",""
"","東京地区生コン(協)","中央区日本橋3-2-5毎日日本橋ビル3階","69214807",""
"","(有)稲見建材店","練馬区南大泉4-55-1","1795943",""
"","(株)小沢組","練馬区羽沢2-35-11","7589775",""
"","(株)椎橋商店","目黒区鷹番2-3-2","988268",""
"","滝田建材(株)","府中市小柳町3-32-5","2265890",""
"","塚本建材(株)","市川市新田5-8-27-2F","270655",""
"","東和アークス(株)","さいたま市大宮区桜木町4-384","9565353",""
"","野原産業セメント(株)","新宿区新宿1-1-11友泉新宿御苑ビル4F","56275561",""
"","阪和興業(株)","中央区築地1-13-1","1107068",""
"","(株)ブラスト","千代田区九段北4-1-7九段センタービル11F","7784563",""
"","松建興業(株)","春日部市備後東2-23-6","310640",""
"合計","","","",""
