"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","コスモ工機株式会社","秋田県秋田市下浜羽川字五郎池126-2","1525920",""
"売掛金","大阪ガス株式会社","大阪市大正区鶴町1丁目16-39","1396539",""
"売掛金","新和産業株式会社","大阪市住之江区南加賀屋2丁目10-16","1335400",""
"売掛金","川崎機工株式会社","埼玉県さいたま市岩槻区慈恩寺381","1326600",""
"売掛金","安田株式会社","岐阜県岐阜市鶴田町3丁目24番地","1171275",""
"売掛金","株式会社川西水道機器","香川県綾歌郡綾川町陶7188-1","1164680",""
"売掛金","","","11436802",""
"売掛金","その他","","13786028",""
"売掛金","株式会社栗本鐵工所","大阪市西区北堀江1丁目12-19","100202550","電子債権"
"売掛金","株式会社荏原製作所","千葉県富津市新富78-1","9773584","電子債権"
"売掛金","トピー実業株式会社","東京都品川区大崎1-2-2","6049142","電子債権"
"売掛金","伊藤忠丸紅住商テクノロジー","大阪市北区中之島3-2-18","3091055","電子債権"
"売掛金","コスモ工機株式会社","秋田県秋田市下浜羽川字五郎池126-2","1919720","電子債権"
"小計","","","548723749",""
"未収入金","株式会社サカイテック","堺市中区大野芝町146-3","633898",""
"未収入金","大和ハウスパーキング","大阪市西区阿波座1-5-16","290674",""
"未収入金","株式会社仁美製作所","大阪市西区千代崎町2丁目5-2","225480",""
"未収入金","その他","","35608",""
"小計","","","1185660",""
"計","","","549909409",""
