"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社スタジオ・シュゼット","西宮市久保町5-16","12723572","たまご"
"売掛金","ブンセン株式会社","たつの市新宮町新宮387","10688011","たまご"
"売掛金","ハマダコンフェクト株式会社","姫路市飾磨区阿成1260","4654271","たまご"
"売掛金","太陽化学株式会社","三重県四日市市山田町800","8588555","たまご"
"売掛金","トーラク(株)","神戸市東灘区向洋町西5-5","9111556","たまご"
"売掛金","株式会社山陽マルナカ","岡山県岡山市南区平福1丁目305-2","4638708","たまご"
"売掛金","株式会社ペルゴ","姫路市中地188-1","5860137","たまご"
"売掛金","ローゼン物産株式会社","大阪府吹田市南吹田3-8-7","7108097","たまご"
"売掛金","伊藤忠飼料株式会社","姫路市飾磨区細江字浜万才1290","7753615","たまご"
"売掛金","イセ食品","岡山県久米郡美咲町越尾679-1","2040051","たまご"
"売掛金","田口食品株式会社","龍野市揖保町揖保中300","8663760","たまご"
"売掛金","株式会社オイシス明石","明石市大久保町松陰246","8367193","たまご"
"売掛金","株式会社銀ビルストアー","姫路市南町31","7227086","たまご"
"売掛金","今中株式会社","東京都千代田区五番町12-1","5392014","たまご"
"売掛金","株式会社オレンジエッグ","大阪府大阪市北区長柄中1-1-6","6700724","たまご"
"売掛金","株式会社エーデルワイス","尼崎市尾浜町1丁目3-22","5375442","たまご"
"売掛金","旭食品株式会社","高知県南国市領石246","5894208","たまご"
"売掛金","有限会社エッグマン","西宮市東鳴尾町1-10-36","4793712","たまご"
"売掛金","株式会社ナガタ薬品","神戸市須磨区弥栄台1-3-3","4412708","たまご"
"1売掛金","東海澱粉株式会社","鳥取県境港市竹内団地225-3","2985984","たまご"
"売掛金","ケンコーマヨネーズ株式会社","神戸市西区高塚台7-2-2","3402000","たまご"
"売掛金","株式会社グラテス","小野市敷地町967","4445465","たまご"
"売掛金","トーワ物産","東京都千代田区岩本町3-10-1","2702989","たまご"
"売掛金","二シカワ食品株式会社","加古川市野口町長砂799","3263079","たまご"
"売掛金","株式会社オイシスはりま","加古川市平岡町高畑520-18","3611757","たまご"
"売掛金","株式会社オイシス伊丹","伊丹市池尻2-23","2432835","たまご"
"頁計","","","152837529",""
