"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","クラウドグリッド","香美市土佐山田町宮ノ口185高知工科大学地域連携棟302","32098000",""
"売掛金","山下電機(株)","高知市神田955-18","17959865",""
"売掛金","相互電設(株)","高知市高須新町2丁目6-5","15796000",""
"売掛金","正和電機(株)","高知市朝倉丙298-4","14817000",""
"売掛金","(株)栄和電機(株)","高知市北本町4-2-25","7695600",""
"売掛金","宮地電機(株)","高知市南御座9-5","7104922",""
"売掛金","大容基功工業(株)","高知市高須新町2-15-7","4631000",""
"売掛金","ハピネスデンキ(株)","広島県広島市南区大洲2-11-7","3600080",""
"売掛金","(株)昭電","高知市本町4-2-31","2129150",""
"売掛金","(株)土佐電設","土佐市高岡町甲850-5","1327700",""
"売掛金","四国電力(株)","高知市本町4-1-11","1087900",""
"売掛金","伊東電氣(有)","高知市塚ノ原3","913000",""
"売掛金","松岡かまぼこ店","高知市帯屋町2-4-3","803000",""
"売掛金","住友大阪セメント(株)","香川県高松市丸の内4-4","699600",""
"売掛金","岡田電機(株)","愛媛県四国中央市三島朝日2丁目20-2","539000",""
"売掛金","その他26件","","2460888",""
"計","","","113662705",""
"未収入金","高知労働局","高知市南金田1-39","6330000","雇用調整助成金"
"計","","","6330000",""
"合計","","","119992705",""
