"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社メイクマン(物流センタ","沖縄県浦添市城間2898","1030763",""
"売掛金","のぼり金物センター","沖縄県中城村登又253","1026832",""
"売掛金","英式会社りっち開発","沖縄県沖縄市園田3丁目4番20号","1026245",""
"売掛金","合同会社いつき金物(沖縄県鉄筋業","泊縄県うるま市昆布1121番5","1025691",""
"売掛金","日鉄物産ワイヤ&ウェルディング(株)大阪支","大阪府大阪市北区中之島3-2-4","1024320",""
"売掛金","アイ建設株式会社(TGパイル)","泊縄県うるま市字具志川93-1","1023000",""
"売掛金","那覇鋼材株式会社(八重山支店)","沖縄県石垣市真栄里323番地","1017671",""
"売掛金","有限会社桃原建材","沖縄県石垣市大川433-1","1004687",""
"売掛金","珠式会社メイクマン(豊見城店)","沖縄県豊見城市田頭187番地","1003723",""
"売掛金","有限会社ウラサキ(本店)","沖縄県沖縄市胡屋2-1-48","1001699",""
"売掛金","株式会社トウエイ(建築)","沖縄県浦添市内間2-6-16","992274",""
"売掛金","KMマテリアルズ(株)","青森県十和田市東十二番町17-18","983539",""
"売掛金","新垣材木店(特販)","沖縄県那覇市与儀2-1-19","979061",""
"売掛金","茨式会社稲建装","泊縄県うるま市字兼箇段284-1","977977",""
"売掛金","その他(神里諒)(株)天慎","","968802",""
"売掛金","株式会社新原産業","宮崎県北諸県郡三股町大字蓼池","952380",""
"売掛金","株式会社ダルマ化成","東大阪市寿町3丁目10番6号","947100",""
"売掛金","沖縄左官資材販売","沖縄県うるま市赤道748","931117",""
"売掛金","株式会社テクノ建設","沖縄県中頭郡中城村北上原565","924000",""
"売掛金","株式会社東商会","沖縄県南城市大里字仲間481-1","923414",""
"売掛金","関包スチール株式会社滋賀工場","滋賀県甲賀市甲南町柑子2002-23","920952",""
"売掛金","株式会社メイクマン(浦添店)","沖縄県浦添市城間2008番地","919263",""
"売掛金","有限会社とし建設","沖縄県浦添市沢岻1276番地","915905",""
"売掛金","有限会社仲良商事","沖縄県沖縄市中央1丁目13-9","913137",""
"売掛金","平和技研(株)関東営業所","千葉県船橋市芝山2-7-1","905300",""
"売掛金","株式会社沖電工配電部資材課","沖縄県うるま市字州崎13-31","903447",""
"計","","","",""
