"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","中央鋼材(株)","東京都中央区八丁堀2-10-9","4567960",""
"","(株)角彦","東京都墨田区緑3-4-16","14005",""
"","出店鋼材(株)","東京都江東区亀戸7-51-8","58314",""
"","中村鋼材(株)","東京都中央区新川2-8-10","6159705",""
"","(株)中村","埼玉県川口市弥平3-7-21","116518",""
"","長野鋼材(株)","長野県長野市稲里町中央4-21-38","1826564",""
"","(株)長谷川パイプ商会","千葉県浦安市港31","2391160",""
"","阪和ダイサン(株)","千葉県浦安市鉄鋼通り2-2-3","3032310",""
"","ヒガアーツアンドメタル(株)","東京都大田区城南島4-6-2","158241",""
"","藤原鋼材(株)","東京都港区麻布十番1-7-3","11356908",""
"","豊昇製作所","東京都墨田区東墨田2-9-9","837380",""
"","(株)丸和鋼材店","東京都大田区本羽田1-18-21","17957",""
"","三神金属(株)","神奈川県横浜市金沢区福浦1-8-32","113200",""
"","(株)水上鋼材","千葉県柏市旭町5-1-8","20708",""
"","宮田鋼材(株)","東京都中央区新川2-15-11","451454",""
"","村山鋼材(株)","千葉県浦安市入船1-5-2-15F","90561",""
"","柳川鉄鋼(株)","千葉県浦安市鉄鋼通り1-9-5","303040",""
"","2月分仮受消費税","","5422810",""
"小計","","","59650911",""
"未収入金","中央鋼材(株)","東京都中央区八丁堀2-10-9","27747467","営業債権"
"","村山鋼材(株)","千葉県浦安市入船1-5-2-15F","3496454","営業債権"
"","","","32900","貸付金利息"
"","","","32900","貸付金利息"
"","","","32900","貸付金利息"
"小計","","","31342621",""
"計","","","90993532",""
