"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(有)山村鉄工所","萩市大字椿東新川南区3048","1645436",""
"","(有)宮本鉄工所","萩市椿東中の倉北谷2190-3","1007241","消耗"
"","ヤマネ鉄工建設(株)","長門市大字日置上885","32690279","ワイヤー"
"","ヤマネ鉄工建設(株)","長門市大字日置上885","56985719","消耗"
"","ヤマネ鉄工建設(株)","長門市大字日置上885","1855239","材料"
"","ヤマネ鉄工建設(株)","長門市大字日置上885","1525687","建設"
"","協和建設工業(株)","萩市大字椿2370","3260197",""
"","波多野建設(株)","山口県萩市椿東1046-13","1870000",""
"","田中建設(株)","萩市細工町","12152566",""
"","松村建設(株)","萩市椿東東山385-8","524025",""
"","(株)北浦建設","萩市大字椿東上野826-6","642623",""
"","(有)國安電気","萩市椿東無田ケ原12","1440425",""
"","(株)山城精機製作所","萩市大字椿上沖原436","1939826",""
"","(有)萩造船所","萩市大字椿東5607-2","612644",""
"","冷暖房ヤマガタ","萩市浜崎22","656927",""
"","(株)西日本設備サービス","萩市大字椿3546番地1","2531807",""
"","萩市水道事業企業組合","萩市江向448-4","753035",""
"","栗田鉄工","山口市阿東生雲西分2281","528688",""
"","安藤建設(株)","長門市東深川正明市1965-7","918776",""
"","(株)サンワ","萩市大字椿東3165-1","944041",""
"","(有)松原","萩市須佐町弥富下4073-1","2490571",""
"","(株)ジオパワーシステム","美祢市秋芳町別府2604-1","511000","長門事業部"
"","(株)M・I・W","美祢市於福町上3645","797712",""
"","(株)清和","長門市日置上5812","3398536",""
"","","","3560959",""
"","指月建設(株)","萩市大字椿東上野826","5695374",""
"計","","","",""
