"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","福栄鋼材(株)","大阪市中央区道修町3-6-1","2865858",""
"〃","大阪ステンレスセンター(株)","尼崎市鶴町1番地","2856700",""
"〃","三徳(株)","奈良県磯城郡三宅町伴堂399-4","2752811",""
"〃","(株)セイコー","神戸市東灘区魚崎南町1-1-10","2704350",""
"〃","(株)エムズ・ロジパック","山口県周南市新田2-2-3","2643686",""
"〃","(株)リョーサン","兵庫県加古郡播磨町新鳥3","2613283",""
"〃","阪神溶接機材(株)","岡山市北区御津伊田1028-12","2609800",""
"〃","商船港運(株)","大阪市住之江区港南東7-2-92","2513245",""
"〃","中央林材(株)","岐阜県揖斐郡池田町田畑738-1","2449920",""
"〃","タミヤ商事(株)","北九州市門司区太刀浦海岸64-7","2069595",""
"〃","(株)島村材木店","東広島市安芸津町風早3163","1949408",""
"〃","(株)安川パッケージ","北九州市八幡西区夕原町7-1","1679040",""
"〃","(株)木下商会","神戸市中央区弁天町1-2","1590056",""
"〃","福山通運(株)","神戸市須磨区弥栄台4-1-1","1427519",""
"〃","(株)福岡商事","神戸市長田区東尻池町3-4-24","1411828",""
"〃","セイム梱包(株)","三原市長谷町5-2-1","1403160",""
"〃","(株)播磨産業","兵庫県加古郡播磨町新島3","1352538",""
"〃","(株)田中梱包工業所","大阪市住之江区北加賀屋5-4-89","1346400",""
"〃","川崎車両(株)","神戸市兵庫区和田山通2-1-18","1289711",""
"〃","大海邊輸(株)","神戸市中央区小野浜町15-1","1273635",""
"〃","(有)白田産業","北九州市門司区太刀浦海岸67-1","1235520",""
"〃","フジカ(株)","滋賀県大津市苗鹿1-1-17","1162296",""
"〃","共立梱包(株)","堺市堺区神南辺町5-152-4","1138095",""
"〃","その他48件","","12296431",""
