"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","","","11503728",""
"売掛金","イビデン(株)","岐阜県大垣市神田町2-1","2455926",""
"売掛金","(株)三協商事","静岡県浜松市西区篠原町20258番地","1442056",""
"売掛金","ジャブロ工業(株)","神奈川県海老名市本郷1571-1","4339775",""
"売掛金","(株)オー・エヌ・シー東京事業部","足立区西伊興3-1-25","2169530",""
"売掛金","オーエスジー","愛知県豊橋市賀茂町字神山3-12","15048000",""
"売掛金","(株)オサダコーポレーション","神奈川県藤沢市善行1-6-1","2809158",""
"売掛金","(株)ワコム製作所","深谷市田中568","2957460",""
"売掛金","(株)イトー業務部","東京都中央区見本橋馬喰町1-6-3吉野第一ビル8階","3769524",""
"売掛金","レオン自動機(株)","栃木県宇都宮市野沢町2-3","1817849",""
"売掛金","","","3365000",""
"売掛金","住友金属鉱山","東京都港区新橋5-11-3","1738330",""
"売掛金","(株)ヒットコーポレーション","神奈川県相模原市当麻897-6","1193909",""
"売掛金","(株)YTC","横浜市金沢区幸浦1-15-19","1357752",""
"売掛金","(株)大興商会","","1064800",""
"売掛金","新居浜電子(株)","","3326070",""
"売掛金","日東電工(株)","","12144000",""
"売掛金","(株)プラズマイオンアシスト","","2044350",""
"売掛金","アイラックイマイ(株)","","3942400",""
"売掛金","その他","","13168909",""
"未収入金","消費税還付金","","2746900",""
"計","","","94405426",""
