"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","上田敷島園","奈良県大和郡山市城町214","8175851",""
"〃","(株)大光産業","静岡県三島市安久317","6537169",""
"〃","沖縄県緑化種苗協同組合","沖縄県中頭郡西原町字小波津357-1","6028516",""
"〃","(有)おかだ","宮城県石巻市鹿又字伊勢前21","4961382",""
"〃","(有)若生竹材店","宮城県富谷市富谷原前南26","2914661",""
"〃","鹿児島園材","鹿児島県鹿児島市宮之浦町566-1","2777032",""
"〃","小林竹材店","大阪市旭区中宮3-3-17","2054112",""
"〃","スギタケ","静岡県藤枝市大西町3丁目14-32","1811216",""
"〃","ウッドショップツタヤ","福島県須賀川市大袋町91-1","1720880",""
"〃","(株)あつか","埼玉さいたま市桜区田島9-28-1","1603848",""
"〃","(有)小嶋商事","東京都東大和市蔵敷2-452","1589426",""
"〃","(有)土居竹材店","香川県高松市西山崎町716-8","1532771",""
"〃","(株)高倉","北海道札幌市中央区南九条西8-2-33","1448669",""
"〃","大分植木資材(有)","大分県大分市玉沢625-2","1356108",""
"〃","(有)川添竹材商店","長崎県大村市杭出津2丁目644","1343117",""
"〃","松山苑庭芸事務所","埼玉県川口市安行原2423","1334075",""
"〃","(有)園場園材","沖縄県島尻郡八重瀬町字具志頭1235-1","1291168",""
"〃","渡辺竹材店","茨城県猿島郡境町西泉田字館山1020","1208196",""
"〃","笠原産業(株)","袖奈川県横浜市戸塚区平戸町494","1196848",""
"〃","大信産業(株)","広島県広島市安佐北区三入南1丁目11-3","1177857",""
"〃","(株)藤原農機","和歌山県日高郡みなべ町北道150-22F","1174492",""
"〃","(株)カトウ","愛知県あま市丹波字南屋敷19","1161092",""
"〃","高橋竹材店","神奈川県高座郡寒川町一之宮2-18-27","1149160",""
"〃","JA東京","東京t小金井市貫井南町1-5-20","1104747",""
"〃","いよせき(株)","愛媛県西条市州之内甲1299","1069992",""
"〃","福岡園材(株)","福岡県久留米市田主丸町豊城1860-5","999519",""
"計","","","",""
