"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","東洋計器(株)","長野県松本市和田3967番地","22724515",""
"〃","(株)阪神計器製作所","兵庫県西宮市中島町9-10","21146752",""
"〃","(株)シンコー","広島県広島市南区大州五丁目7番21号","9451691",""
"〃","井澤金属株式会社","広島県広島市西区横川町2丁目10番27号","5528533",""
"〃","TVC(株)","鳥取県西伯郡南部町938-2原工業団地内","5025319",""
"〃","(株)ニッコク","和歌山県岩出市岡田998-1","4176615",""
"〃","近畿金属(株)","東大阪市高井田本通2丁目8番27号","3251316",""
"〃","愛知時計電機(株)","愛知県名古屋市熱田区千年1丁目2番70号","2743758",""
"〃","日東工業(株)","広島県呉市川尻町西1丁目4番41号","2351059",""
"〃","栗本商事(株)","大阪府堺市堺区三宝町9丁403番地4","1955776",""
"〃","中村商事(株)","東京都千代田区神田和泉町1番地71","1792929",""
"〃","岡崎精機株式会社","愛知県額田郡幸田町大字坂崎竹下83番地","1746554",""
"〃","株式会社津守合金製作所","大阪府堺市美原区多治井294-1","1716639",""
"〃","株式会社高澤製作所","大阪府東大阪市衣摺6丁目8-33","1359903",""
"〃","三和ハイドロテック(株)","京都府福知山市長田野町2丁目17番地","1300145",""
"〃","兵神機械工業株式会社","兵庫県加古郡播磨町古田1丁目5番35号","1117471",""
"〃","大豊機工(株)","兵庫県豊岡市中陰470番地","958448",""
"〃","岸上バルブ株式会社","大阪府八尾市南木の本2丁目54番地","826908",""
"〃","柏原計器工業(株)","大阪府柏原市本郷5丁目3-28","399516",""
"〃","太田製作所","大阪府大阪市生野区巽西2-12-23","294139",""
"〃","(株)村井水栓製作所","大阪府大阪市生野区桃谷3-17-9","218734",""
"〃","","","114664",""
"","売掛金計","","90201384",""
"未収入金","近畿金属(株)","大阪府東大阪市高井田本通2丁目8番27号","4026804",""
"","未収入金計","","4026804",""
"破産更生債権等","大進金属工業(株)","大阪府大阪市生野区巽北3-3-5","1","備忘価額"
"計","","","",""
