"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","全農県本部","岡山県岡山市南区藤田566-128","7139309",""
"売掛金","関西梱包(株)","奈良県大和郡山市池沢町258-10","6520160",""
"売掛金","日ノ丸急送(株)","香川県高松市朝日町6-7-30","5931055",""
"売掛金","(有)新延孵化場","香川県三豊市三野町吉津甲984","5611068",""
"売掛金","日清アソシエイツ(株)","大阪府大阪市淀川区宮原3-5-36","5463970",""
"売掛金","その他","","266293734",""
"計","","","956018354",""
"","","","16728253",""
"","","","3478169",""
"","","","3428040",""
"","","","1156709",""
"","","","681697",""
"","","","569169",""
"","","","353372",""
"計","","","26395409",""
"未収入金","(株)三石運輸","宮城県大崎市田尻蕉栗字大久保東21","27815234",""
"未収入金","(公財)児童育成協会","岡山県岡山市北区大供1-1-1","8013564","ちるりら保育園"
"未収入金","明生運輸(株)","岡山県岡山市東区大多羅町104-2","3727250",""
"未収入金","(株)Gem","岡山県岡山市南区藤田564-162","1563340",""
"未収入金","その他","","188648",""
"計","","","41308036",""
"未収利息","","","8414664",""
"未収利息","","","3651040",""
"合計","","","",""
