"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","中司興業(株)","防府市大字田島1800-8","364320",""
"","山口県農業機械商工業協同組合","山口市小郡下郷765","357684",""
"","ケンキ119","大島郡周防大島町久賀字森久保5997-1","354327",""
"","(有)ヨシオカ商会","高知県高知市萩町","352502",""
"","TAMAGAWA","広島県広島市安佐北区三入6丁目11-23","346500",""
"","(株)FCコーポレーション","広島県広島市中区大手町3丁目3-7-902","344300",""
"","(株)中博リサイクルプラント","広島県三原市高坂町真良2851","343464",""
"","(株)末広工務店","広島県大竹市北栄12-7","340120",""
"","(株)中国建機","山口県柳井市伊陸4578-1","338945",""
"","福留ハム(株)","広島市安佐北区三入南1丁目7-20","327184",""
"","(株)タガワ広島営業所","広島県広島市安佐南区八木5丁目10-17","322783",""
"","(有)クリエイティブジャパン","広島県広島市安佐南区伴中央6丁目29番10号","322426",""
"","(有)藤原オートサービス","広島県山県郡北広島町荒神原458-1","322148",""
"","(有)萩ホンダ農機","萩市椿宇霧口154-4","312020",""
"","ノムラ電器","広島市安佐南区高取南2丁目38-4","307670",""
"","麻生岡山生コンクリート(株)","倉敷市藤戸町藤戸入会1823-2","307274",""
"","(株)誠宏","周南市大字櫛ヶ浜545番地の35","305210",""
"","(株)ヰセキ中四国","東広島市豊栄町乃美1157-1","304986",""
"","(株)新協工業","三原市中之町6丁目19番10号","304392",""
"","(株)福本工務店","山口県柳井市神代1350番地1","304150",""
"","賀茂コンクリート(株)","広島県東広島市西条町田口字下掛20-3","303490",""
"","(株)イープ","広島県広島市佐伯区五日市中央7丁目2-17","302641",""
"","","","7188536","⑥"
