"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"完成工事未収入金","大成建設(株)","東京都新宿区西新宿1-25-1","14976500",""
"完成工事未収入金","大成ユーレック(株)","東京都港区虎ノ門2-2-1","3080000",""
"完成工事未収入金","東急不動産(株)","東京都港区南青山2-6-21TK南青山ビル","6413000",""
"完成工事未収入金","(株)東急コミュニティー","東京都世田谷区用賀4-10-1","253000",""
"完成工事未収入金","(株)東急Re.デザイン","東京都世田谷区用賀4-10-2世田谷ビジネススクエア","4774000",""
"完成工事未収入金","東京不動産管理(株)","東京都墨田区太平4-1-3オリナスタワー4F","3457300",""
"完成工事未収入金","(株)ハートエージェンシー","東京都千代田区大手町1-5-5","7106000",""
"完成工事未収入金","(株)合田工務店","東京都港区芝浦3-17-11ニュー協栄ビル","122521916",""
"完成工事未収入金","ヒューリックビルド(株)","東京都千代田区九段橋1-13-5ヒューリック九段ビル","1892000",""
"完成工事未収入金","(株)水澤工務店","東京都江東区木場5-6-1","5731000",""
"完成工事未収入金","その他","16社","79727800",""
"科目計","","","249932516",""
"未収入金","","","219128",""
"未収入金","","","99000","8月9月家賃"
"未収入金","その他","","3322",""
"科目計","","","321450",""
"計","","","250253966",""
