科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)アットナチュレ,埼玉県坂戸市山田町12-41階,19530347,
売掛金,(株)レイナハウス,神奈川県横浜市神奈川区栄町5-1横浜クリエーションスクエア13F,18837720,
売掛金,丸越建設(株),東京都江戸川区上篠崎2-9-5,18315000,
売掛金,日本住宅ツーバイ(株),神奈川県大和市深見西3-2-30,16588267,
売掛金,(株)ケンコーホーム,長崎県西彼杵郡時津町元村郷1212番地4,16416290,
売掛金,(株)グレアホーム,千葉県佐倉市王子台2-26-7,15903360,
売掛金,(株)クリエイト礼文,山形県山形市南原町2-7-39,15628056,
売掛金,(株)タマック,神奈川県川崎市多摩区枡形2-6-11,15412108,
売掛金,(株)ビー・エム・シー,東京都千代田区一ツ橋1-1-1パレスサイドビルディング3F,15088179,
売掛金,(株)デザインテクノス,神奈川県横浜市西区楠町16-1CITYBLDG2E,11872300,
売掛金,(株)日本コンプリートホーム,神奈川県横浜市中区尾上町2-19横浜パークビル9階,11828711,
売掛金,ロビンスジャパン(株),千葉県八千代市勝田台北2-13-1須田ビル1階,11695438,
売掛金,(株)ジョイフルエーケー,北海道札幌市東区北六条東4-1deAUNEさっぽろビル7階,11141530,
売掛金,(株)ケー・アイズ,神奈川県大和市大和南2-4-4,10164358,
売掛金,トップメゾン(株),東京都世田谷区深沢4-8-3,9636000,
売掛金,FDM(株),大分県大分市金池南1-3-31,9427000,
売掛金,(株)ジョイフル本田,茨城県土浦市富士崎1-16-2,8285247,
売掛金,(株)藤代工務店,茨城県神栖市知手2929-25,8228000,
売掛金,(株)幸和ホーム,千葉県船橋市薬円台5-36-17,8182598,
売掛金,(株)グリーンハウザー,宮城県仙台市宮城野区中野字上子袋田18-1,8172609,
売掛金,(株)アイム・ユニバース建設,東京都杉並区荻窪5-9-9ペンギン荻窪ビル2F,7942000,
売掛金,(株)ホワイトハウス,神奈川県横浜市磯子区岡村4-27-16,7837933,
売掛金,(株)ジューテック,東京都港区芝大門1-3-2 2階,7466416,
売掛金,辰巳開発(株),福岡県北九州市八幡西区幸神4-7-6,7249000,
売掛金,ポラテック九州(株),佐賀県唐津市佐志浜町4525-4,6885822,
売掛金,ナイス(株),神奈川県横浜市鶴見区鶴見中央4-33-1,6730580,
計,,,,
