"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社服部商店","名古屋市中区丸の内2-18-1","13595159",""
"〃","ハビックス株式会社","岐阜市福光東3-5-7","1394520",""
"〃","浜資株式会社","浜松市中区助信町31-1","6290963",""
"〃","ハヤシ化成株式会社","名古屋市熱田区神宮2-11-25","7142361",""
"〃","株式会社樋江井商店","丹羽郡大口町豊田3-264","1861216",""
"〃","株式会社日野技研","和歌山市岩崎387","1750012",""
"〃","株式会社廣瀬商会","名古屋市中区栄5-23-20","10866660",""
"〃","有限会社マサミ工業","新潟市西区酒井砂山4-14-1","1229866",""
"〃","マルサワケミカル","清須市鍋片1-88-1","11552868",""
"〃","三谷興業株式会社","名古屋市中区錦1-8-8","2291576",""
"〃","有限会社みどり化学","名古屋市南区阿原町21","10647860",""
"〃","三晴工業有限会社","安城市字頭茶屋北裏14","1639080",""
"〃","睦物産株式会社","名古屋市中村区名駅5-23-5","4817537",""
"〃","村上化学株式会社","名古屋市中区栄2-4-1","1018449",""
"〃","明和産業株式会社","名古屋市中村区名駅4-5-28","1312381",""
"〃","有限会社ヨシダケミカル","名張市赤目町星川112","1132259",""
"〃","","その他","133415309",""
"合計","","","334461643",""
