"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","山村設備","萩市大字椿2921-3101号","603143",""
"","クロセ(株)","長門市仙崎祇園町1135-19","522876",""
"","(有)坂井建設","美祢市大嶺町東分1765","626164",""
"","山口県長門土木建築事務所","山口県長門市東深川1875-1","588500",""
"","(株)デンコーテック","山口市吉敷赤田4-7-20","1377328",""
"","","","1650000",""
"","(株)山城精機製作所美祢工場","美祢市伊佐町2050-1","585937",""
"","(有)金子正史建工","萩市大字椿東98-1","2947657",""
"","ニチハボード加工(株)下関工場","下関市豊田町大字稲光1017-1","1250634",""
"","","","1930500",""
"","防長武蔵(株)","防府市高倉1丁目32-31","1051974",""
"","(株)ヤマウチ","北九州市八幡西区鷹の巣3-3-6","895838",""
"","(株)リノア","萩市平安古町西区197-3","1081636",""
"","(株)キューサイファーム島根","益田市虫追町320-39","3426214",""
"","(有)植中土建","長門市東深川2238","3500000",""
"","I.D.Works","山口市鰐石町6-2","7145695",""
"","トーフレオメガフレックス(株)","萩市川上字白上886-1","902468",""
"","(株)椿設備工業","萩市大字椿2381-8","1204569",""
"","東亜自動車工業(株)","山口市佐山1-9","529655",""
"","協栄地下工業(株)","長門市油谷伊上26-1","2116843",""
"","積水ハウス(株)","山口市鋳銭司5080","2025650",""
"","萩市水道事業会計","萩市江向530-1","580162",""
"","山陽鋼機建設(株)","山口市小郡上郷3552","1004018",""
"","カネカフォームプラスチック(株)","東京都文京区後楽1丁目1番7号","632707",""
"","(株)インスパイア","防府市平和町16-15","1912460",""
"","松川内装店","長門市東深川972-4","634700",""
"計","","","",""
