科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)保安サプライ,仙台市青葉区一番町2丁目2-13,"513,700",売上代
〃,ホーチキ(株),東京都品川区上大崎2丁目10-43,"331,100",売上代
〃,(株)星理科学器械,仙台市青葉区大町2丁目16-7,"8,360",売上代
〃,富士通Japan(株),仙台市青葉区一番町2丁目3-22,"143,000",売上代
〃,(有)プロテック仙台,仙台市宮城野区扇町4-4-10,"25,300",売上代
〃,(株)TTKエンジ福島,福島県福島市小倉寺字中ノ内1-5,"8,250",売上代
〃,(株)松沢商会,仙台市若林区六丁の目元町13-10,"352,902",売上代
〃,(有)宮城電商,仙台市宮城野区岩切3丁目3-6,"930,050",売上代
〃,(株)メイホウ,仙台市青葉区春日町7-23,"1,649,560",売上代
〃,(株)明電舎,東京都品川区大崎2丁目1-1,"313,240",売上代
〃,(株)ユアテック,仙台市青葉区大町2丁目2-25,"798,782",売上代
〃,(株)陸東電設工業,仙台市泉区八乙女4丁目14-17,"335,500",売上代
〃,和田電気工事(株),塩竈市北浜1丁目4-26,"16,500",売上代
〃,(株)ワールド避雷工業,仙台市太白区鈎取本町1丁目10-1,"243,353",売上代
〃,みやぎ金属工業(有),宮城郡利府町しらかし台6-6-4,"70,400",売上代
〃,(有)三喜建設工業,仙台市泉区長命ヶ丘長命ヶ丘4-29-6,"-9,072",売上代金前受分
〃,ワーテック,－,1,(備忘価額)売上代
〃,三幸技研,－,1,(備忘価額)売上代
〃,伊藤計装,－,1,(備忘価額)売上代
〃,東北製函工業所,－,1,(備忘価額)売上代
〃,本荘電気工事,－,1,(備忘価額)売上代
〃,弥生力計,－,1,(備忘価額)売上代
〃,美友電気,－,1,(備忘価額)売上代
〃,清電社,－,1,(備忘価額)売上代
〃,ハリマ電気,－,1,(備忘価額)売上代
〃,チバ商事,－,1,(備忘価額)売上代
計,,,,
