"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","","","1",""
"〃","","","2809423",""
"〃","株式会社赤々舎","京都府京都市中京区藤西町584番地2","7436000",""
"〃","アンパサンズ株式会社","神奈川県三浦郡葉山町堀内886-1","1347500",""
"〃","株式会社アイエス・フィールド","東京都港区芝浦4-16-23","88000",""
"〃","株式会社アナイスカンパニー","東京都港区南青山7-1-7","4142160",""
"〃","株式会社アゾーンアンドアソシエイツ","東京都港区南青山3-16-14","264000",""
"〃","アンダーデザイン株式会社","大阪府東大阪市長田3-5-11","258500",""
"〃","株式会社アンシングス","東京都渋谷区千駄ヶ谷3-15-14","3113000",""
"〃","学校法人Adachi学園","東京都千代田区神田駿河台2-11-16","8437000",""
"〃","株式会社インパクト","東京都文京区水道1-8-2","3788192",""
"〃","株式会社イースト・プレス","東京都千代田区神田神保町2-4-7","1609630",""
"〃","","","209000",""
"〃","株式会社ヴァンクリーフ","東京都渋谷区恵比寿南1-11-15","8561212",""
"〃","株式会社SMbrand","東京都中央区京橋2-2-1","1161517",""
"〃","株式会社エヌ・ジェイ・ピー","東京都新宿区中井1-10-9","333300",""
"〃","株式会社FMJ","東京都世田谷区瀬田4-29-14","224950",""
"〃","エスエムビー・アンド・エスエムビ","東京都文京区春日2-22-5","72600",""
"〃","株式会社越境","東京都渋谷区神宮前2-18-19","462000",""
"〃","XGameJapan組織委員会","","1190640",""
"〃","ENA","東京都目黒区大橋2-8-18","156200",""
"〃","","","126500",""
"〃","カエルム株式会社","東京都渋谷区宇田川町14-13","37822950",""
"〃","株式会社ガイアプラス","東京都千代田区麹町5-4","1",""
"〃","カゼプロ株式会社","東京都港区元麻布3-1-29","1043350",""
"〃","葛城社株式会社","東京都港区南青山6-8-8","1900000",""
"計","","","",""
