"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","NTN桑名製作所","桑名市大字東方字土島2454","24849442",""
"〃","NTN長野製作所","長野県上伊那郡箕輪町大字箕輪14017-11","13611352",""
"〃","NTN三重製作所","桑名市多度町御衣野3601番地25","59672314",""
"〃","NTN磐田製作所","静岡県磐田市東貝塚1578","164024",""
"〃","NTN能登製作所","石川県羽咋郡志賀町若葉台38","1661717",""
"〃","NTN宝達志水製作所","石川県羽咋郡宝達志水町二口ほ1-1","4440688",""
"〃","アイシンAW(株)","安城市藤井町高根10","62957021",""
"〃","山陽特殊製鋼(株)","姫路市飾磨区中島3007","2936267",""
"〃","アサヒフォージ(株)","岐阜県可児郡御嵩町上恵土956","478608",""
"〃","(株)天辻鋼球製作所","大阪府門真市上野口町1番1号","175115",""
"〃","森寅鋼業(株)","大阪府高石市高砂3丁目54番地","348262",""
"〃","森安鉄工(株)","桑名市安永町1836-1","238640",""
"〃","(有)杉浦鉄工所","四日市市北浜田10-17","18502",""
"〃","東海精工(株)","三重郡菰野町田光3251","109252",""
"〃","(株)三井","いなべ市北勢町中山111-2","11748",""
"計","","","171672952",""
