科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,住友不動産(株),東京都新宿区西新宿2-4-1新宿NSビル20F,375076968,
売掛金,(株)ひかり建設,神奈川県横浜市神奈川区鶴屋町3-33-8アサヒビルヂング11階,199952973,
売掛金,広島建設(株),千葉県柏市豊四季167-11広島建設豊四季ビル2F,132137801,
売掛金,(株)関西ウイング,大阪府大阪市中央区南船場4-11-28南船場ビル6F,101465406,
売掛金,大英産業(株),福岡県北九州市八幡西区下上津役4-1-36,95463235,
売掛金,(株)シー・エス・ランバー,千葉県千葉市稲毛区長沼町276-1,92656032,
売掛金,イトーピアホーム(株),東京都中央区日本橋2-1-10,78471393,
売掛金,(株)細田工務店,東京都杉並区阿佐谷南3-35-21,72886685,
売掛金,北関東ウイング(株),茨城県筑西市玉戸2941,68273130,
売掛金,(株)木下工務店,東京都新宿区西新宿6-5-1アイランドタワー9階,56433717,
売掛金,(株)日新建設,千葉県習志野市谷津5-5-2,55002904,
売掛金,(株)新昭和,千葉県君津市東坂田4-3-3,51061210,
売掛金,(株)成建,神奈川県川崎市宮前区土橋2-6-17,50788100,
売掛金,ポラテック(株),埼玉県越谷市新越谷1-71-2ウッドスクエアビル4F,38825690,
売掛金,不二建設(株),茨城県龍ケ崎市若柴町2240-797,35949858,
売掛金,スターツCAM(株),東京都江戸川区中葛西3-37-4スターツ葛西ビル,35438202,
売掛金,(株)スエナガ,福岡県福岡市城南区堤1-13-301F,33884395,
売掛金,西武建設(株),埼玉県所沢市くすのき台1-11-2,33382624,
売掛金,(株)リアワークス,神奈川県横浜市中区尾上町2-27大洋建設関内ビル8F,33079230,
売掛金,トーヨーマテリア(株),東京都港区赤坂7-6-38,26608875,
売掛金,(株)アメニティジョイハウス,千葉県長生郡長柄町六地蔵685-1,25671569,
売掛金,(株)オオナリプランニング,神奈川県横浜市港北区鳥山町258パークサンド1階,24620641,
売掛金,(株)TAKIHOUSE,神奈川県川崎市多摩区宿河原2-26-1,24318800,
売掛金,共笑ホーム(株),神奈川県横浜市旭区東希望が丘239-19ITO三ツ境BLD2/3F,22609697,
売掛金,(株)エステーホーム,東京都中央区日本橋富沢町9-10稲村ビル7階,20594200,
売掛金,東建コーポレーション(株),愛知県名古屋市中区丸の内2-1-33東建本社丸の内ビル,20051378,
計,,,,
