"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","","","1320000",""
"","(株)大幸産商","甘日市市玖島4444ー3","1292214",""
"","三興建設(株)","広島市安佐北区安佐町久地563-7","1270720",""
"","コベルコ建機日本(株)","山口市鋳銭司2143ー1","1232761",""
"","(有)ダイイチ企業","広島市安佐北区白木町三田宇小椿1521-3","1223200",""
"","清水コンクリート(有)","甘日市市木材港北3ー1","1201695",""
"","中田建設(株)","広島市中区南吉島1丁目2番34号","1171742",""
"","橋渡サービス","山県郡北広島町大朝4870-2","1171443",""
"","広島県西部建設事務所長","広島市南区比治山本町16-12","1146750",""
"","(株)HIROSHI","広島市佐伯区千同一丁目27-16","1137169",""
"","(株)デモリス","広島市安芸区船越南4丁目8-37","1095941",""
"","明光自動車工業(株)","庄原市東城町川西952","1078000",""
"","山陽工営(株)","広島市佐伯区五日市町保井田350-6","1077626",""
"","(有)三次建販","三次市南畑敷町737-1","1073971",""
"","中国菱光(株)","広島市南区出島2丁目22-66","1045000",""
"","宇部協立産業(株)","宇部市川上字石仏555","1025420",""
"","(有)生コンながと","長門市西深川1374ー1","1014200",""
"","(株)レンタルのニッケン","岡山県岡山市中区平井6丁目11-15","1000412",""
"","国土交通省土師ダム管理所","安芸高田市八千代町土師369-24","979000",""
"","広島県農業機械商業協同組合","東広島市西条昭和町12-9渡辺ビル3階","972089",""
"","(株)丸三機工","東広島市黒瀬町字津江1829-1","967059",""
"","美建工業(株)","三次市上川立町1861-1","962940",""
"","山口県農業機械商工業協同組合","山口市小郡下郷765","958352",""
"","知光建材(有)","岡山県笠岡市茂平苫無1372-9","922482",""
"","(有)徳本組","広島市佐伯区五日市町上小深川1069-6","921085",""
"小計","","","27261271","③"
"","","","",""
