"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","日立造船・大原他JV","東京都品川区南大井6-26-3","1038028200",""
"","五泉地域衛生施設組合","新潟県五泉市論瀬8864","150394200",""
"","北海道富士電機(株)","北海道苫小牧市新開町3-17-4","137797000",""
"","防衛省防衛装備庁","東京都新宿区市谷本村町5-1","105322800",""
"","シンコー株式会社","福岡県北九州市小倉北区東港1-3-13","43771200",""
"","有価物回収協業組合石坂グループ","熊本県熊本市戸鳥町2874","25300000",""
"","ドリコ(株)","東京都中央区日本橋2-13-10日本橋サンライズビルディング","24200000",""
"","宮城県庁","宮城県仙台市青葉区本町3T目8-1","15854424",""
"","(株)エコパレット滋賀","滋賀県甲賀市甲南町大字柑子2202-24","14630000",""
"","ひかり味噌飯島グリーン工場(株)","長野県上伊那郡飯島町田切1145-8","13948000",""
"","上越地域振興局農林振興部","新潟県上越市本城町5-6","12650431",""
"","山口市上下水道局下水道施設課","山口県山口市黒川8番地","11276480",""
"","埼玉県庁","埼玉県さいたま市浦和区高砂3-13-3","10852070",""
"","青木環境事業(株)","新潟県新潟市島見町3268-15","9375988",""
"","新潟企業(株)佐渡支店","新潟県佐渡市貝塚1203-8","9207000",""
"","荏原実業(株)","東京都中央区銀座7-14-1","8861542",""
"","マルハニチロ(株)大江工場","山形県西村山郡大江町大字小見字左南38","7521910",""
"","(株)INPEX","新潟県新潟市中央区東大通1-4-1マルタケビル5F","6072000",""
"","(株)コーンズ・エージー","北海道恵庭市北柏木町3-104-1","5309415",""
"","野里電気工業(株)","大阪市西淀川区柏里2丁目4番1号","3520000",""
"","JFE環境テクノロジー(株)","千葉県千葉市美浜区中瀬2-6-1WBGマリブイースト31階","3210000",""
"","コマツカスタマーサポート(株)北海道CO.札幌南","北海道北広島市大曲工業団地1-6","3190000",""
"","豊田ケミカルエンジニアリング(株)","愛知県半田市日東町1-30","2879800",""
"","(株)タクマ大阪資材1課","兵庫県尼崎市金楽寺町2-2-33","2290200",""
"","水ING(株)","東京都港区港南一丁目7-18","2090000",""
"","エスケイエンジニアリング(株)長岡支店","新潟県長岡市北園町3-21","2079000",""
"","(株)上越観光開発","新潟県南魚沼市樺野沢112番地1","1686916",""
"","(株)大栄工業","三重県伊賀市西明寺字中川原485-2","1662100",""
"","(株)明間ボーリング","秋田県大館市花岡町鳥内110","1621400",""
"","アーク自動車工業(有)","福島県南会津郡南会津町中荒井字油燈下100-1","1574299",""
"","中越パルプ工業(株)高岡工場","富山県高岡市米島282","1529000",""
"","鹿角自動車整備(株)","秋田県鹿角市八幡平字坂元298-1","1339395",""
"","小櫛探鉱鑿泉(株)","静岡県富士市厚原大石2202","1327260",""
"","(株)カムイみさかスキー場","山梨票笛吹市御坂町上黒駒5321-1","1209135",""
"","(株)SGM","長野県北安曇郡白馬村北城7190-1","1006738",""
"","(株)冨士ボーリング本社","東京都江戸川区東小松川4-25-8","919600",""
"","敦井産業(株)長岡支店","新潟県長岡市袋町3丁目1101-7","895400",""
"","陸上自衛隊北海道補給処","北海道恵庭市西島松308","8377021",""
"計","","","1685240605",""
