"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社朝日化学工業所","大阪市鶴見区今津南2-2-25","1307537",""
"〃","株式会社アラクス","名古屋市中区丸の内3-2-26","6110639",""
"〃","稲畑ファインテック株式会社","名古屋市中村区名駅3-22-8","4116186",""
"〃","株式会社エイムス","清須市春日八幡45","6170702",""
"〃","王子エフテックス株式会社","中津川市中津川3465-1","3802886",""
"〃","オージー株式会社","浜松市東区大浦115-8","6581015",""
"〃","株式会社キャタラー","掛川市千浜7800","2855691",""
"〃","旭洋株式会社","名古屋市中村区名駅南1-21-19","5514993",""
"〃","晃栄化学工業株式会社","名古屋市中区錦1-3-31","3721820",""
"〃","有限会社小林コーティング","あま市篠田藤東1","1076924",""
"〃","コムズ株式会社","名古屋市守山区笹ケ根2-511","10267937",""
"〃","三恵冶金工業株式会社","名古屋市中川区八神町4-21","2642832",""
"〃","株式会社三工商会","浜松市南区下江町442-1","8996962",""
"〃","株式会社三進製作所","犬山市大字羽黒字貴船浦1-2","1668425",""
"〃","静岡興産株式会社","静岡市清水区上原480","4383951",""
"〃","新東エコティックカンパニー","額田郡幸田町坂崎長根1","1831893",""
"〃","スズキ株式会社","浜松市南区高塚町300","11241031",""
"〃","住友ベークライト株式会社","藤枝市高柳2100","1020600",""
"〃","ソトー商事株式会社","一宮市籠屋5-8-1","1088014",""
"〃","清化工業株式会社","浜松市中区北島町218-8","4063447",""
"〃","ソーダニッカ株式会社","名古屋市西区牛島町6-1","6981745",""
"〃","大学産業株式会社","浜松市南区芳川町723","2971510",""
"〃","株式会社大興商会","名古屋市西区菊井2-19-11","1546663",""
"〃","大同メタル株式会社","名古屋市北区猿投町2","8076697",""
"〃","株式会社竹豊機材","西尾市平坂町奥辰野24","4113780",""
"〃","第有商会","名古屋市中区大須4-5-19","1930139",""
"合計","","","",""
