"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","浜松熱処理工業(株)","富士市中里字大坪新田添2608-41","310860",""
"〃","大宮精機(株)","富士宮市万野原新田3718-1","296230",""
"〃","(株)トピオ工業","江戸川区船堀5-8-23","275000",""
"〃","寿産業(株)","札幌市西区発寒13条12-2-13","257400",""
"〃","(株)ハシモト","富士市大渕2462-1","247500",""
"〃","東陽機械(株)","沼津市大岡長者町1749-13","233310",""
"〃","(有)東静部品","沼津市中沢田468-4","217800",""
"〃","(株)青島歯車製作所","静岡市駿河区弥町2番26号","210650",""
"〃","(有)エフケー工機","沼津市大諏訪862-2","173580",""
"〃","ダイオーエンジニアリング(株)富士宮工場","富士宮市野中町329","172800",""
"〃","(株)芹澤工業駿東郡長泉町下土狩焼原","","165000",""
"〃","アセック(株)","富士市荒田島11-20","159940",""
"〃","正法工業(株)","岡山県倉敷市神田2-7-22","158400",""
"〃","(株)共和歯車製作所","埼玉県川口市江戸袋2-8-6","156090",""
"〃","(株)エスアイジー","駿東郡清水町久米田119-1","155100",""
"〃","(有)小島歯車製作所","島田市向谷2-10-25","154660",""
"〃","(有)芦澤鉄工所","富士市厚原219-12","136840",""
"〃","(株)電業社機械製作所","三島市三好町3-27","117058",""
"〃","(株)尾崎歯切工場","東京都江戸川区松江4-21-7","115500",""
"〃","磯上歯車工業(株)","川崎市川崎区塩浜2-23-7","110000",""
"〃","綱島機械商事(株)","東京都大田区本羽田1-1-3","99000",""
"〃","日本機械技術(株)","富士市今泉386-3","92400",""
"〃","(株)林歯車工場","横浜市港北区綱島東5-6-45","92400",""
"〃","神鋼造機(株)","岐阜県大垣市本今町1682-2","88000",""
"〃","西川鉄工(株)","富士市久沢1114-2","79200",""
"〃","新日本造機(株)","広島県呉市広末1-2-10","71500",""
"計","","","",""
