"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","トーイン(株)","江東区亀戸1-4-2","2126975",""
"同上","エム・アールロジ(株)","茨城県古河市長谷町33-18","1314928",""
"同上","(株)ワイズ・パートナーズ","台東区浅草橋3-20-18","1821600",""
"同上","(株)ポプラ社","千代田区麹町4-2-6","591799",""
"同上","(株)理論社","千代田区駿河台2-5","774751",""
"同上","その他","","23043385",""
"計","","","290718428",""
"未収入金","コカ・コーラジャパン(株)","","7292",""
"同上","(株)八洋","","1000",""
"同上","(株)PSビバレッジ","","956",""
"計","","","9248",""
"未収還付法人税等","葛飾税務署","葛飾区立石8-31-6","84227","利子源泉税"
"未収還付消費税等","葛飾税務署","葛飾区立石8-31-6","5723900",""
"合計","","","296535803",""
