"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","芸東生コンクリート(株)","室戸市吉良川町乙2006","7099268",""
"","(株)ビルドベース(西芸生コンクリート)","香美郡吉川村古川915","15831901",""
"","(株)ビルドベース(中芸生コンクリート)","安芸郡奈半利町乙5033","18720594",""
"","(株)栗田商店","高知市石立町197-1","1466441",""
"","(株)田部","高知市若松町3-25","307447",""
"","陽和産業(株)","高知市御座2-1","930530",""
"","室戸菱光コンクリート(株)","室戸市領家708","104296",""
"","高知菱光コンクリート工業(株)","高知市仁井田4569-2","86551",""
"","光興業","愛媛県西条市","1",""
"","(名)木下回漕店","安芸郡奈半利町乙4805","2553724",""
"","高知骨材センター","高知市中ノ島1-55","387146",""
"計","","","47487899",""
"合計","","","47487899",""
